ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note,Wikipedia_URL
"shakthiroopini","Shakthiroopini","Shakthiroopini",58,"Hemavati",10,"Disi (Directions)","S G2 M2 D2 S'","S' N2 D2 M2 G2 S","Swarantara-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"simharava","Simharava","Simhārava",58,"Hemavati",10,"Disi (Directions)","S R2 M2 P N2 S'","S' N2 P M2 R2 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayasaranga","Vijayasaranga","Vijayasāranga",58,"Hemavati",10,"Disi (Directions)","S R2 G2 M2 P D2 S'","S' N2 D2 M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayashrangi","Vijayashrangi","Vijayashrāngi",58,"Hemavati",10,"Disi (Directions)","S R2 G2 M2 P D2 S'","S' N2 D2 M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"yagini","Yagini","Yāgini",58,"Hemavati",10,"Disi (Directions)","S R2 M2 P N2 S'","S' N2 P M2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dhamavathi","Dhamavathi","Dhāmavathi",59,"Dharmavati",10,"Disi (Directions)","S R2 G2 M2 P D2 N3 S'","S' N3 D2 P M2 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sri-tyagaraja","Sri Tyagaraja","Sri Tyagaraja",59,"Dharmavati",10,"Disi (Directions)","S G2 M2 P N3 S'","S' N3 P M2 G2 R2 S","Audava-Shadava",No,"",Yes,"Raga created by Mahesh Mahadev","https://en.wikipedia.org/wiki/Sri_Tyagaraja"
"gowrikriya","Gowrikriya","Gowrikriya",59,"Dharmavati",10,"Disi (Directions)","S G2 M2 P D2 N3 S'","S' N3 D2 N3 P M2 G2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karmukhavati","Karmukhavati","Karmukhāvati",59,"Dharmavati",10,"Disi (Directions)","S R2 G2 M2 D2 N3 S'","S' N3 D2 M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karpoora-bharani","Karpoora Bharani","Karpoora Bharani",59,"Dharmavati",10,"Disi (Directions)","S R2 G2 P M2 P D2 S'","S' D2 P M2 P G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"lalitasimharavam","Lalitasimharavam","Lalitasimharavam",59,"Dharmavati",10,"Disi (Directions)","S R2 G2 M2 P S'","S' N3 P M2 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"madhumalti","Madhumalti","Madhumālti",59,"Dharmavati",10,"Disi (Directions)","N3 S G2 M2 P S'","S' N3 D2 P M2 G2 R2 S","Audava-Sampurna",Yes,"M1",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"madhuvanthi","Madhuvanthi","Madhuvanthi",59,"Dharmavati",10,"Disi (Directions)","S G2 M2 P N3 S'","S' N3 D2 P M2 G2 R2 S","Audava-Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Madhuvanti"
"moharanjani","Moharanjani","Moharanjani",59,"Dharmavati",10,"Disi (Directions)","S R2 G2 P D2 S'","S' N3 D2 M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ranjani","Ranjani","Ranjani",59,"Dharmavati",10,"Disi (Directions)","S R2 G2 M2 D2 S'","S' N3 D2 M2 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Ranjani"
"varada","Varada","Varada",59,"Dharmavati",10,"Disi (Directions)","S R2 M2 P N3 S'","S' N3 P M2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayanagari","Vijayanagari","Vijayanāgari",59,"Dharmavati",10,"Disi (Directions)","S R2 G2 M2 P D2 S'","S' D2 P M2 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vishveshwarapriya","Vishveshwarapriya","Vishveshwarapriyā",59,"Dharmavati",10,"Disi (Directions)","S R2 M2 P N3 S'","S' N3 D2 P M2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nisshadham","Nisshadham","Nisshadham",60,"Neetimati",10,"Disi (Directions)","S R2 G2 M2 P D3 N3 S'","S' N3 P M2 G2 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"amarasenapriya","Amarasenapriya","Amarasenapriyā",60,"Neetimati",10,"Disi (Directions)","S R2 M2 P N2 S'","S' N3 P M2 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deshyaganavaridhi","Deshyaganavaridhi","Deshyagānavaridhi",60,"Neetimati",10,"Disi (Directions)","S R2 G2 M2 P D3 N3 P S'","S' N3 S P M2 G2 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsanadam","Hamsanadam","Hamsanādam",60,"Neetimati",10,"Disi (Directions)","S R2 M2 P D3 N3 S' S R2 M2 P N3 S","S N3 D3 P M2 R2 S' S N3 P M2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/Hamsanadam"
"kaikavashi","Kaikavashi","Kaikavashi",60,"Neetimati",10,"Disi (Directions)","S R2 G2 M2 P D3 N3 S'","S' N3 P M2 G2 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nuthanachandrika","Nuthanachandrika","Nuthanachandrikā",60,"Neetimati",10,"Disi (Directions)","S R2 G2 M2 P D3 N3 S'","S' N3 P D3 N3 P M2 G2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rathnasaranga","Rathnasaranga","Rathnasāranga",60,"Neetimati",10,"Disi (Directions)","S R2 G2 M2 P N3 S'","S' N3 D3 P M2 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kunthalam","Kunthalam","Kunthalam",61,"Kantamani",11,"Rudra","S R2 G3 M2 P D1 S'","S' N1 D1 P M2 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kanakakusumavali","Kanakakusumavali","Kanakakusumāvali",61,"Kantamani",11,"Rudra","S R2 G3 M2 P D2 S'","S' D2 P M2 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shruthiranjani","Shruthiranjani","Shruthiranjani",61,"Kantamani",11,"Rudra","S R2 G3 M2 P D1 N1","N1 D1 P M2 G3 R2 S","Sampurna",No,"",No,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rathipriya","Rathipriya","Rathipriyā",62,"Rishabhapriya",11,"Rudra","S R2 G3 M2 P D1 N2 S'","S' N2 D1 P M2 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gopriya","Gopriya","Gopriya",62,"Rishabhapriya",11,"Rudra","S R2 G3 M2 D1 N2 S'","S' N2 D1 M2 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poornasaveri","Poornasaveri","Poornasāveri",62,"Rishabhapriya",11,"Rudra","S R2 M2 P D1 S'","S' N2 D1 P M2 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rathnabhanu","Rathnabhanu","Rathnabhānu",62,"Rishabhapriya",11,"Rudra","S R2 M2 P N2 D1 N2 S'","S' N2 D1 P M2 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-saranga","Suddha Saranga","Suddha Sāranga",62,"Rishabhapriya",11,"Rudra","S G3 M2 P N2 S'","S' D1 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"geethapriya","Geethapriya","Geethapriyā",63,"Latangi",11,"Rudra","S R2 G3 M2 P D1 N3 S'","S' N3 D1 P M2 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chitrachandrika","Chitrachandrika","Chitrachandrika",63,"Latangi",11,"Rudra","S G3 R2 G3 M2 P N3 D1 S'","S' N3 D1 M2 G3 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsalatha","Hamsalatha","Hamsalatha",63,"Latangi",11,"Rudra","S R2 G3 P N3 S'","S' N3 D1 P M2 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kananapriya","Kananapriya","Kananapriyā",63,"Latangi",11,"Rudra","S R2 G3 M2 P M2 D1 N3 S'","S' D1 N3 P M2 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karunakari","Karunakari","Karunākari",63,"Latangi",11,"Rudra","S M2 P D1 N3 D1 S'","S' N3 D1 P M2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"lalithangi","Lalithangi","Lalithāngi",63,"Latangi",11,"Rudra","S R2 G3 M2 D1 N3 S'","S' N3 D1 M2 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ramani","Ramani","Ramani",63,"Latangi",11,"Rudra","S G3 M2 P N3 S'","S' N3 D1 P M2 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rathnakanthi","Rathnakanthi","Rathnakānthi",63,"Latangi",11,"Rudra","S R2 G3 M2 P N3 S'","S' N3 P M2 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"raviswaroopini","Raviswaroopini","Raviswaroopini",63,"Latangi",11,"Rudra","S G3 M2 P D1 N3 S'","S' N3 D1 P M2 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sajjananandhi","Sajjananandhi","Sajjananandhi",63,"Latangi",11,"Rudra","S R2 G3 M2 P D1 N3 S'","S' N3 D1 M2 G3 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"skandamanorama","Skandamanorama","Skandamanorama",63,"Latangi",11,"Rudra","S R2 M2 P N3 S'","S' N3 P M2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhooshavathi","Bhooshavathi","Bhooshāvathi",64,"Vachaspati",11,"Rudra","S R2 G3 M2 P D2 N2 S'","S' N2 D2 P M2 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhagavataranjana","Bhagavataranjana","Bhagavataranjana",64,"Vachaspati",11,"Rudra","S R2 M2 P D2 N2 S'","S' N2 D2 P M2 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhogeeshwari","Bhogeeshwari","Bhogeeshwari",64,"Vachaspati",11,"Rudra","S R2 G3 P D2 N2 D2 S'","S' N2 D2 P M2 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhooshavali","Bhooshavali","Bhooshāvali",64,"Vachaspati",11,"Rudra","S R2 G3 M2 P D2 S'","S' N2 D2 P M2 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dwigandharabhooshani","Dwigandharabhooshani","Dwigāndhārabhooshani",64,"Vachaspati",11,"Rudra","S R1 G2 G3 G2 P D2 S'","S' D2 P G2 G3 G2 R1 S D2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gaganamohini","Gaganamohini","Gaganamohini",64,"Vachaspati",11,"Rudra","S G3 P D2 N2 S'","S' N2 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gurupriya","Gurupriya","Gurupriya",64,"Vachaspati",11,"Rudra","S R2 G3 M2 D2 N2 S'","S' N2 D2 M2 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hrdhini","Hrdhini","Hrdhini",64,"Vachaspati",11,"Rudra","S G3 M2 P N2 S'","S' N2 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mangalakari","Mangalakari","Mangalakari",64,"Vachaspati",11,"Rudra","S R2 P M2 P D2 N2 S'","S' N2 D2 P G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mukthidayini","Mukthidayini","Mukthidāyini",64,"Vachaspati",11,"Rudra","S G3 M2 P D2 N2 S'","S' N2 D2 P M2 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nadhabrahma","Nadhabrahma","Nādhabrahma",64,"Vachaspati",11,"Rudra","S P M2 P D2 N2 S'","S' N2 D2 P M2 G3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pranavakari","Pranavakari","Pranavākāri",64,"Vachaspati",11,"Rudra","P N2 D2 N2 S R2 G3 M2","P M2 G3 R2 S N2 D2 N2 P","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"saraswathi","Saraswathi","Saraswathi",64,"Vachaspati",11,"Rudra","S R2 M2 P D2 S'","S' N2 D2 P M2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shivaranjani-m64","Shivaranjani","Shivaranjani",64,"Vachaspati",11,"Rudra","S R2 G3 M2 D2 P N2 S'","S' N2 D2 P D2 M2 G3 R2 S","Sampurna",No,"",Yes,"Original","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"triveni","Triveni","Triveni",64,"Vachaspati",11,"Rudra","S R2 M2 P D2 N2 S'","S' N2 D2 P M2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"utthari","Utthari","Utthari",64,"Vachaspati",11,"Rudra","S G3 M2 P D2 N2 S'","S' N2 D2 M2 G3 S","Shadava-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shanthakalyani","Shanthakalyani","Shānthakalyāni",65,"Mechakalyani",11,"Rudra","S R2 G3 M2 P D2 N3 S'","S' N3 D2 P M2 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"amritha-kalyani","Amritha Kalyani","Amritha Kalyani",65,"Mechakalyani",11,"Rudra","S G3 M2 P N3 S'","S' N3 D2 P M2 G3 R2 S","Audava-Sampurna",No,"",Yes,"Raga created by Mahesh Mahadev","https://en.wikipedia.org/wiki/Amritha_Kalyani"
"amritha-behag","Amritha Behag","Amritha Behāg",65,"Mechakalyani",11,"Rudra","S M2 G3 P N3 S","D2 N3 D2 M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"aprameya","Aprameya","Aprameya",65,"Mechakalyani",11,"Rudra","S R2 M2 P D2 S'","S' N3 D2 M2 G3 M2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhoopkalyani","Bhoopkalyani","Bhoopkalyāni",65,"Mechakalyani",11,"Rudra","S R2 G3 P D2 S'","S' N3 D2 P M2 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhoopali","Bhoopali","Bhoopāli",65,"Mechakalyani",11,"Rudra","S R2 G3 P D2 S'","S' D2 P G3 R2 S","Audava",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Bhoopali"
"chandrakantha","Chandrakantha","Chandrakāntha",65,"Mechakalyani",11,"Rudra","S R2 G3 M2 P D2 N3 S'","S' N3 D2 N3 P M2 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hameer","Hameer","Hameer",65,"Mechakalyani",11,"Rudra","S R2 S G3 M1 D2 N3 D2 S'","S' N3 D2 N3 P G3 M1 D2 M2 P D2 P G3 M1 R2 S","Shadava-Sampurna",Yes,"M1",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Hameer"
"hameer-kalyani-carnatic-interpretation-of-kedar-","Hameer Kalyani {carnatic interpretation of Kedar}","Hameer Kalyāni {carnatic interpretation of Kedar}",65,"Mechakalyani",11,"Rudra","S P M2 P D2 N3 S' S R2 S P M2 P D2 N3 S' S R2 S P M2 N3 D2 S N3 S' S R2 G3 M2 P D2 N3 P D2 P S' S P M2 P D2 N3 S'","S' N3 D2 P M2 M1 G3 P M1 R2 S' S N3 D2 P M2 G3 M1 G3 R2 S' S N3 D2 P M2 G M1 R2 S S N3 D2 P G3 M1 G3 R2 S' S N3 D2 P G3 M1 G3 R2 S","Sampurna",Yes,"M1 N2",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsakalyani","Hamsakalyani","Hamsakalyāni",65,"Mechakalyani",11,"Rudra","S R2 G3 P N3 S'","S' N3 D2 P M2 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kalyanadayini","Kalyanadayini","Kalyānadāyini",65,"Mechakalyani",11,"Rudra","S R2 G3 M2 D2 N3 S'","S' N3 D2 M2 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kannadamaruva","Kannadamaruva","Kannadamaruva",65,"Mechakalyani",11,"Rudra","S G3 M2 P D2 N3 S'","S' N3 D2 P M2 G3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ked-ar","Ked ar","Ked ār",65,"Mechakalyani",11,"Rudra","S * M1 ( G3 )P D2 N3 S'","S' N3 D2 P M2 P *M1 S R2 S","Audava-Shadava",Yes,"M1",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Kedar_(raga)"
"kowmoda","Kowmoda","Kowmoda",65,"Mechakalyani",11,"Rudra","S R2 G3 M2 N3 S'","S' N3 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kunthalashreekanti","Kunthalashreekanti","Kunthalashreekānti",65,"Mechakalyani",11,"Rudra","S G3 M2 P D2 N3 S'","S' N3 P M2 G3 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mohana-kalyani","Mohana Kalyani","Mohana Kalyāni",65,"Mechakalyani",11,"Rudra","S R2 G3 P D2 S'","S' N3 D2 P M2 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Mohanakalyani"
"mrganandhana","Mrganandhana","Mrgānandhana",65,"Mechakalyani",11,"Rudra","S R2 G3 D2 N3 S'","S' N3 D2 M2 D2 G3 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nada-kalyani","Nada Kalyani","Nada Kalyani",65,"Mechakalyani",11,"Rudra","S R2 M2 P N3 S'","S' N3 D2 M2 G3 R2 S","Audava-Shadava",No,"",Yes,"Raga created by Mahesh Mahadev","https://en.wikipedia.org/wiki/Nada_Kalyani"
"nandhakalyani","Nandhakalyani","Nāndhakalyāni",65,"Mechakalyani",11,"Rudra","S G3 M2 D2 N3 S'","S' N3 D2 M2 G3 M2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"pramodhini","Pramodhini","Pramodhini",65,"Mechakalyani",11,"Rudra","S G3 M2 P D2 S'","S' D2 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rajasadhaka","Rajasadhaka","Rajasadhaka",65,"Mechakalyani",11,"Rudra","S R2 G3 P D2 S'","S' N3 P M2 R2 S","Audava",No,"",Yes,"Raga created by Mahesh Mahadev","#cite_note-:0-4"
"saranga","Saranga","Sāranga",65,"Mechakalyani",11,"Rudra","S R2 G3 M2 P D2 N3 S' S R2 S P M2 P D2 N3 S' S P M2 P D2 N3 S'","S' N3 D2 P M2 R2 G3 M1 R2 S' S N3 S D2 P M2 R2 G3 M1 R2 S' S N3 D2 P M2 R2 G3 M1 R2 S","Sampurna",Yes,"M1",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"saranga-tarangini","Saranga Tarangini","Sāranga Tārangini",65,"Mechakalyani",11,"Rudra","S R2 M2 P D2 N3 S'","S' N3 D2 P M2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shilangi","Shilangi","Shilangi",65,"Mechakalyani",11,"Rudra","S G3 M2 P N3 S'","S' N3 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shuddha-sarang","Shuddha Sarang","Shuddha Sārang",65,"Mechakalyani",11,"Rudra","N3 S R2 M2 P N3 S'","S' N3 D2 P M2 P M1 R2 S N3 S","Audava-Shadava",Yes,"M1",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"suddha-koshala","Suddha Koshala","Suddha Koshala",65,"Mechakalyani",11,"Rudra","S G3 M2 P S'","S' N3 D2 M2 G3 R2 S","Swarantara-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shyam-kalyan","Shyam Kalyan","Shyām Kalyān",65,"Mechakalyani",11,"Rudra","N3 S R2 M2 P N3 S'","S' N3 D2 P M2 P D2 P G3 M1 P G3 M1 R2 S N3 S","Audava-Sampurna",Yes,"M1",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sunadavinodini-hindol-of-hindustani","Sunadavinodini / Hindol of Hindustani","Sunādavinodini / Hindol of Hindustani",65,"Mechakalyani",11,"Rudra","S G3 M2 D2 N3 S'","S' N3 D2 M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Sunadavinodini"
"swayambhooshwara-raga","Swayambhooshwara Raga","Swayambhooshwara Rāga",65,"Mechakalyani",11,"Rudra","S G3 P S'","S' P G3 S","Swarantara",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vandanadharini","Vandanadharini","Vandanadhārini",65,"Mechakalyani",11,"Rudra","S R2 M2 P D2 S'","S' D2 P M2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vivahapriya","Vivahapriya","Vivāhapriyā",65,"Mechakalyani",11,"Rudra","S R2 M2 P D2 N3 S'","S' N3 D2 P M2 R2 S","Shadava",No,"",Yes,"","#cite_note-vivahapriya_Doubt-10"
"yamuna-kalyani-yaman-kalyan","Yamuna Kalyani / Yaman Kalyan","Yamuna Kalyāni / Yaman Kalyan",65,"Mechakalyani",11,"Rudra","S R2 G3 M2 P D2 N3 S'","S' N3 D2 P M2 G3 M1 G3 R2 S","Sampurna",Yes,"M1",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Yamunakalyani"
"chaturangini","Chaturangini","Chaturāngini",66,"Chitrambari",11,"Rudra","S R2 G3 M2 P N3 S'","S' N3 D3 N3 P G3 M2 G3 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"amritavarshini","Amritavarshini","Amritavarshini",66,"Chitrambari",11,"Rudra","S G3 M2 P N3 S'","S' N3 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Amritavarshini"
"chitrasindhu","Chitrasindhu","Chitrasindhu",66,"Chitrambari",11,"Rudra","S G3 M2 P N3 S'","S' N3 D3 P M2 G3 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"churnikavinodhini","Churnikavinodhini","Churnikavinodhini",66,"Chitrambari",11,"Rudra","S R2 G3 M2 P D3 N3 S'","S' N3 D3 N3 P M2 G3 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vijayakoshalam","Vijayakoshalam","Vijayakoshalam",66,"Chitrambari",11,"Rudra","S R2 G3 M2 P S'","S' N3 P M2 G3 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"santhana-manjari","Santhana Manjari","Santhāna Manjari",67,"Sucharitra",12,"Aditya (Suns)","S R3 G3 M2 P D1 S'","S' N1 D1 P M2 R3 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jyothi","Jyothi","Jyothi",68,"Jyotiswarupini",12,"Aditya (Suns)","S R3 G3 M2 P D1 N2 S'","S' N2 D1 P M2 G3 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deepavarali","Deepavarali","Deepavarāli",68,"Jyotiswarupini",12,"Aditya (Suns)","S R3 M2 P N2 S'","S' N2 P M2 G3 R3 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jyothishmathi","Jyothishmathi","Jyothishmathi",68,"Jyotiswarupini",12,"Aditya (Suns)","S R3 G3 M2 P S'","S' N2 D1 M2 P M2 G3 R3 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"ramagiri","Ramagiri","Rāmagiri",68,"Jyotiswarupini",12,"Aditya (Suns)","S R3 M2 G3 M2 P D1 N2 S'","S' D1 N2 D1 P M2 G3 R3 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dhowtha-panchamam","Dhowtha Panchamam","Dhowtha Panchamam",69,"Dhatuvardhani",12,"Aditya (Suns)","S R3 G3 M2 P N3 P S'","S' N3 D1 P M2 R3 G3 M2 R3 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dhwithiyapanchamam","Dhwithiyapanchamam","Dhwithiyapanchamam",69,"Dhatuvardhani",12,"Aditya (Suns)","S R3 G3 M2 P N3 P S'","S' N3 D1 P M2 R3 M2 G3 R3 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sumukham","Sumukham","Sumukham",69,"Dhatuvardhani",12,"Aditya (Suns)","S R3 M2 N3 S'","S' N3 M2 R3 S","Swarantara",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
