ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note,Wikipedia_URL
"indughantarava","Indughantarava","Indughantarava",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 P","N2 D1 P M1 G2 R2 S N2","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jayanthashri","Jayanthashri","Jayanthashrī",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 D1 N2 S'","S' N2 D1 M1 P M1 G2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jingala","Jingala","Jingaḷa",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N2 D1 P S'","S' N2 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jaunpuri","Jaunpuri","Jaunpuri",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Jaunpuri_(raga)"
"katyayani","Katyayani","Kātyāyani",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 P D1 S'","S' D1 P G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kamakhyapriya","Kamakhyapriya","Kamakhyapriya",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 N2 S'","S' N2 P M1 G2 R2 S","Shadava",No,"",Yes,"Raga created by Mahesh Mahadev","#cite_note-6"
"kanakavasantham","Kanakavasantham","Kanakavasantham",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 D1 S'","S' N2 D1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kshanika","Kshanika","Kshanika",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 S'","S' D1 P M1 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"manji","Manji","Mānji",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 D1 P M1 P M1 P G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mahati-cf-mela-28-43","Mahati cf. Mela 28&43","Mahati cf. Mela 28&43",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 P D1 N2 S'","S' N2 P G2 R2 S","Audava",No,"",Yes,"Mahathi","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"malkosh-malkauns","Malkosh / Malkauns","Malkosh / Malkauns",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 D1 N2 S'","S' N2 D1 M1 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Malkauns"
"margahindolam","mArgahindOLaM","mArgahindOLaM",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nagagandhari","Nagagandhari","Nāgagāndhāri",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 G2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"navarathna-vilasam","Navarathna Vilasam","Navarathna Vilāsam",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 P S'","S' D1 P M1 G2 M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nilamati","Nilamati","Nīlamati",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 N2 S'","S' N2 D1 M1 G2 S","Shadava-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"nilaveni","Nilaveni","Nīlaveni",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N2 D1 S'","S' D1 P M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"poornasha-jam","Poornashađjam","Poornashađjam",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 N2 N2 S S R2 G2 M1 N2 S'","S' N2 P M1 G2 R2 S S N2 P M1 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rajarajeshwari","Rajarajeshwari","Rājarājeshwari",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' N2 D1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"saramati","Saramati","Sāramati",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N2 S'","S' N2 D1 M1 G2 S","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Saramati"
"saranga-kapi","Saranga Kapi","Sāranga Kāpi",20,"Natabhairavi",4,"Veda (Scriptures)","S R1 P M1 R1 P R1 M1 P N2 S'","S' N2 D1 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sharadapriya","Sharadapriya","Sharadapriya",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 P N2 S'","S' N2 P G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shree-navarasachandrika","Shree Navarasachandrika","Shree Navarasachandrika",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 S'","S' D1 P M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sindhu-dhanyasi","Sindhu Dhanyasi","Sindhu Dhanyāsi",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 D1 M1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shuddha-desi","Shuddha Desi","Shuddha Desi",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 R2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shuddha-salavi","Shuddha Salavi","Shuddha Sālavi",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sukumari","Sukumari","Sukumāri",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 D1 N2 S'","S' N2 P M1 G2 M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sushama","Sushama","Sushama",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' D1 P M1 R2 S","Audava",No,"",Yes,"Raga created by M. Balamuralikrishna","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"sutradhari","Sutradhari","Sutradhāri",20,"Natabhairavi",4,"Veda (Scriptures)","(Also 27) S R2 M1 P D1 S","S D1 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"tarkshika","Tarkshika","Tarkshika",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D1 P M1 R2 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"udayaraga","Udayaraga","Udayarāga",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 P M1 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Udayaravichandrika"
"vasantavarali","Vasantavarali","Vasantavarāli",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' N2 D1 P G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"keeranavali","Keeranavali","Keeranāvali",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N3 S'","S' P M1 G2 R2 S","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"aymmukhan","Aymmukhan","Aymmukhan",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 P D1 N3 S'","S' N3 D1 P M1 G2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhanupriya","Bhanupriya","Bhānupriya",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 D1 N3 S'","S' N3 D1 G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"beethovanapriya","Beethovanapriya","Beethovanapriya",21,"Keeravani",4,"Veda (Scriptures)","G2, P, N,3 S R2 G2 M1 P D1","P M2 P R2 M1 G2 S","Sampurna-Audava",No,"",Yes,"invented by Ramesh Vinayakam","https://en.wikipedia.org/wiki/Ramesh_Vinayakam"
"chandrika","Chandrika","Chandrika",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 P D1 N3 S'","S' N3 D1 P G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gaganabhoopalam","Gaganabhoopalam","Gaganabhoopālam",21,"Keeravani",4,"Veda (Scriptures)","S M1 G2 M1 P D1 N3","S N3 D1 M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsapancama","Hamsapancama","Hamsapancama",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 P N3 D1 N3 P S'","S' N3 D1 M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hamsavahini","Hamsavahini","Hamsavāhini",21,"Keeravani",4,"Veda (Scriptures)","S R2 M1 P D1 N3 S'","S' N3 D1 P M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jayashree","Jayashree","Jayashree",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N3 D1 S'","S' N3 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kadaram","Kadaram","Kadaram",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 D1 N3 S'","S' N3 D1 M1 G2 S","Audava",No,"",Yes,"Chandrakosh, Chandrakauns , Chandrakaush","https://en.wikipedia.org/wiki/Chandrakauns"
"kalyana-vasantam","Kalyana Vasantam","Kalyāna Vasantam",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 D1 N3 S'","S' N3 D1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Kalyanavasantam"
"kusumavali","Kusumavali","Kusumāvali",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 P D1 S'","S' N3 D1 P M1 G2 M1 R1 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"madhavi","Madhavi","Mādhavi",21,"Keeravani",4,"Veda (Scriptures)","S M1 G2 M1 P D1 N3 S'","S' N3 D1 P M1 S M1 G2 R1 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mishramanolayam","Mishramanolayam","Mishramanolayam",21,"Keeravani",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' D2 D1 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"priyadarshani","Priyadarshani","Priyadarshani",21,"Keeravani",4,"Veda (Scriptures)","S R2 M1 D1 N3 S'","S' N3 D1 M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"rishipriya","Rishipriya","Rishipriya",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N3 S'","S' N3 P M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"samapriya","Samapriya","Sāmapriya",21,"Keeravani",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' D1 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shrothasvini","Shrothasvini","Shrothasvini",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 P N3 S'","S' N3 P M1 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"vasanthamanohari","Vasanthamanohari","Vasanthamanohari",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 M1 D1 N3 S'","S' N3 D1 M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"shree","Shree","Shree",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P D2 N2 P M1 R2 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Sri_Ragam"
"andolika","Andolika","Andolikā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D2 M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Andolika"
"abheri-m22","Abheri","Abheri",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Abheri"
"abhogi","Abhogi","Abhogi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 D2 S'","S' D2 M1 G2 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Abhogi"
"adi-kapi","Adi Kapi","Ādi Kāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 G2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"aryamati","Aryamati","Āryamati",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 S'","S' N2 D2 P D2 M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"agnikopa","Agnikopa","Agnikopa",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 P M1 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"balachandrika","Balachandrika","Bālachandrika",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N2 S'","S' N2 D2 M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"basant-bahar","Basant Bahar","Basant Bahār",22,"Kharaharapriya",4,"Veda (Scriptures)","S M2 P G3 M2 N3 D1 N3 S","R2 S N2 D2 P M1 G2 M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bageshri","Bageshri","Bageshri",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 P D2 G2 M1 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Bageshri"
"bhagavatapriya","Bhagavatapriya","Bhagavatapriya",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhagavathpriya","Bhagavathpriya","Bhagavathpriya",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 R2 M1 P D2 N2 S'","S' N2 D2 P M1 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"bhimpalasi","Bhimpalasi","Bhimpalasi",22,"Kharaharapriya",4,"Veda (Scriptures)","N2 S G2 M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Bhimpalasi"
"brindavana-saranga","Brindavana Saranga","Brindāvana Sāranga",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N2 P M1 R2 G2 R2 S","Audava-Shadava",Yes,"N3",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Brindavani_Sarang"
"brindavani","Brindavani","Brindāvani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N2 P M1 R2 S","Audava",Yes,"N3",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Brindavani_Sarang"
"chakrapradipta","Chakrapradipta","Chakrapradipta",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P M1 D2 N2 S'","S' N2 D2 M1 G2 S","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"chittaranjani-m22","Chittaranjani","Chittaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2","N2 D2 P M1 G2 R2 S","Sampurna",No,"",No,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"darbar","Darbar","Darbar",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 S","R2 S N2 S D2 P M1 R2 G2 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/Darbar_(Raga)"
"dayavati","Dayavati","Dayavati",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P N2 S'","S' N2 P M1 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"devamruthavarshani","Devamruthavarshani","Devāmruthavarshani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 N2 D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"deva-manohari","Deva Manohari","Deva Manohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 S'","S' N2 D2 N2 P M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dhanakapi","Dhanakapi","Dhanakāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S (Varies)","S N2 D2 N2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"dilipika","Dilipika","Dilipika",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 D2 N2 P D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gowla-kannada","Gowla Kannada","Gowla Kannada",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 P M1 G2 S","Sampurna-Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"gara","Gara","Gāra",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N3 S'","S' N2 D2 P M1 G3 R2 G2 R2 S N3 S N2 D2 S","Shadava-Sampurna",Yes,"G3 D1 N3",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Gara_(raga)"
"hamsa-abheri","Hamsa abheri","Hamsa ābheri",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 P M1 P N2 S'","S' N2 D2 P M1 G2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"haridasapriya","Haridasapriya","Haridasapriya",22,"Kharaharapriya",4,"Veda (Scriptures)","S P M1 G3 M1 P N2 S'","S' N2 D2 N2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"harinarayani","Harinarayani","Harinārāyani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P M1 D2 N2 S'","S' N2 P M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"hindustani-kapi","Hindustani Kapi","Hindustāni Kāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D2 N2 P M1 G2 M1 D2 P G2 R2 S N2 S","Audava-Sampurna",Yes,"G3 D1 N3",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"huseni","Huseni","Huseni",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 D2 N2 S S R2 G3 M1 P N3 D2 M1 P N3 S'","S' N2 D1 P M1 G2 R2 S  S N3 S P D2 M1 P G3 R2 S","Sampurna",Yes,"D1",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jatadhari","Jatadhari","Jatādhāri",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P D2 N2 S'","S' N2 D2 P M1 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jayamanohari","Jayamanohari","Jayamanohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 D2 S'","S' N2 D2 M1 G2 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jayanarayani","Jayanarayani","Jayanārāyani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jayanthasena","Jayanthasena","Jayanthasena",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 S'","S' N2 D2 P M1 G2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"jog","Jog","Jog",22,"Kharaharapriya",4,"Veda (Scriptures)","S G3 M1 P N2 S'","S' N2 P M1 G3 M1 G2 S","Audava",Yes,"G2",Yes,"Hindustani equivalent","https://en.wikipedia.org/wiki/Jog_(raga)"
"kanada","Kanada","Kanadā",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 P G2 M1 D2 N2 S'","S' N2 P M1 G2 M1 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kapi","Kapi","Kāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N3 S'","S' N2 D2 N2 P M1 G2 R2 S","Audava-Sampurna",Yes,"G3 D1 N3",Yes,"","https://en.wikipedia.org/wiki/K%C4%81pi"
"kapijingala","Kapijingala","Kāpijingala",22,"Kharaharapriya",4,"Veda (Scriptures)","S N2 S R2 G2 M1","M1 G2 R2 S N2 D2 N2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kalanidhi","Kalanidhi","Kalānidhi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 S P M1 D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kalika","Kalika","Kalika",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 N2 S'","S' N2 D2 P G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kannadagowla","Kannadagowla","Kannadagowla",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 S'","S' N2 D2 P M1 G2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karnataka-hindolam","Karnataka Hindolam","Karnātaka Hindolam",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 G2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karnataka-kapi","Karnataka Kapi","Karnātaka Kāpi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karnataka-devagandhari","Karnataka Devagandhari","Karnātaka Devagāndhari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 D2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"karnaranjani","Karnaranjani","Karnaranjani",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 G2 P D2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kowmodaki","Kowmodaki","Kowmodaki",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' D2 P G2 S","Sampurna-Swarantara",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"kowshika","Kowshika","Kowshika",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 D2 N2 S'","S' N2 D2 M1 G2 M1 R2 S","Audava-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"lalitamanohari","Lalitamanohari","Lalitamanohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P D2 N2 S'","S' N2 P M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"madhavamanohari","Madhavamanohari","Mādhavamanohari",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 M1 P N2 D2 N2 S'","S' N2 D2 M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"malavashree","Malavashree","Mālavashree",22,"Kharaharapriya",4,"Veda (Scriptures)","S G2 M1 P N2 D2 N2 P D2 N2 S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"mayapradeeptam","Mayapradeeptam","Māyapradeeptam",22,"Kharaharapriya",4,"Veda (Scriptures)","S M1 G2 M1 P D2 N2 S'","S' D2 P M1 G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"madhyamaravali","Madhyamaravali","Madhyamarāvali",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 G2 P D2 N2 S'","S' N2 D2 P G2 R2 S","Shadava",No,"",Yes,"","https://en.wikipedia.org/wiki/List_of_Janya_ragas"
"madhyamavathi","Madhyamavathi","Madhyamāvathi",22,"Kharaharapriya",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 P M1 R2 S","Audava",No,"",Yes,"","https://en.wikipedia.org/wiki/Madhyamavathi"
