Song,Movie,Year,Raga,Musician,Lyricist,Singers,Song_ID,Movie_ID,Song_URL,Movie_URL
Manjolum raathri,Oru Yaathramozhi,1997,Mayamalava Gowla,Ilayaraja,Gireesh Puthenchery,P Jayachandran,11720,1457,https://en.msidb.org/s.php?11720,https://en.msidb.org/m.php?1457
Kenu Mayangeeyo,Kallukondoru Pennu,1998,Mayamalava Gowla,Ilayaraja,ONV Kurup,KS Chithra,9630,3822,https://en.msidb.org/s.php?9630,https://en.msidb.org/m.php?3822
Koodaara koottil thengum [F],Sundarakilladi,1998,Mayamalava Gowla,Ouseppachan,Bichu Thirumala,KS Chithra,9557,4579,https://en.msidb.org/s.php?9557,https://en.msidb.org/m.php?4579
Oru chiri kandaal,Ponmudippuzhayorathu,2005,Mayamalava Gowla,Ilayaraja,Gireesh Puthenchery,"Vijay Yesudas, Manjari",10970,994,https://en.msidb.org/s.php?10970,https://en.msidb.org/m.php?994
Varavelkkumo,Pachakkuthira,2006,Mayamalava Gowla,Ilayaraja,Gireesh Puthenchery,"Madhu Balakrishnan, Jyotsna Radhakrishnan",11158,5059,https://en.msidb.org/s.php?11158,https://en.msidb.org/m.php?5059
Thulaseedala,Aananda Bhairavi,2007,Mayamalava Gowla,Veena Parthasarathy,Traditional (Thyagaraja),Arjun Krishna,13123,5505,https://en.msidb.org/s.php?13123,https://en.msidb.org/m.php?5505
Thulaseedala,Pranayakaalam,2007,Mayamalava Gowla,Ouseppachan,Traditional (Thyagaraja),KJ Yesudas,13800,5982,https://en.msidb.org/s.php?13800,https://en.msidb.org/m.php?5982
Vijanatheeram,Anwar,2010,Mayamalava Gowla,Gopi Sundar,Rafeeq Ahamed,"Sukhwinder Singh, Blaaze, Chorus",192232,6661,https://en.msidb.org/s.php?192232,https://en.msidb.org/m.php?6661
Aagathamaam Aazhi Vithumbi,Jalachhaayam,2010,Mayamalava Gowla,Unnikumar,Sidharthan Puranattukara,Baburaj Puthur,1956002,8637,https://en.msidb.org/s.php?1956002,https://en.msidb.org/m.php?8637
Kukukukkoo,Aamayum Muyalum,2014,Mayamalava Gowla,MG Sreekumar,Rajeev Alunkal,"MG Sreekumar, Nayana",1953780,7789,https://en.msidb.org/s.php?1953780,https://en.msidb.org/m.php?7789
Kadhanam,Neerali,2018,Mayamalava Gowla,SNP Yesen,Baburaj Menon,Baburaj Menon,1956509,8712,https://en.msidb.org/s.php?1956509,https://en.msidb.org/m.php?8712
Pranathosmi Guruvayupuresham [F],Sindoorarekha,1995,Mayashree,Sharreth,Kaithapram,KS Chithra,15831,792,https://en.msidb.org/s.php?15831,https://en.msidb.org/m.php?792
Gopike,Nandanam,2002,Megh,Raveendran,Gireesh Puthenchery,KJ Yesudas,9106,4990,https://en.msidb.org/s.php?9106,https://en.msidb.org/m.php?4990
Hrudaya Mrudanga,Naadabrahmam,2011,Megh,Mohan Sithara,Yusufali Kecheri,Madhu Balakrishnan,193349,6967,https://en.msidb.org/s.php?193349,https://en.msidb.org/m.php?6967
Thattam Pidichu,Paradesi,2007,Misra Keeravani,"Ramesh Narayan, Shahabaz Aman",Rafeeq Ahamed,Sujatha Mohan,12368,5300,https://en.msidb.org/s.php?12368,https://en.msidb.org/m.php?5300
Aanandakkaneerin,Paradesi,2007,Misra Khamas,"Ramesh Narayan, Shahabaz Aman",Rafeeq Ahamed,"Sujatha Mohan, Manjari",12369,5300,https://en.msidb.org/s.php?12369,https://en.msidb.org/m.php?5300
Jamuna Kinaare,Swaathy Thirunaal,1987,Misra Peelu,MB Sreenivasan,Traditional (Swathi Thirunal),M Balamuralikrishna,7129,252,https://en.msidb.org/s.php?7129,https://en.msidb.org/m.php?252
Krishna Virahini,Swathu,1980,Misra Sivaranjani,G Devarajan,Kavalam Narayana Panicker,P Madhuri,5736,3433,https://en.msidb.org/s.php?5736,https://en.msidb.org/m.php?3433
Ilakozhiyum,Varshangal Poyathariyaathe,1987,Misra Sivaranjani,Mohan Sithara,Kottakkal Kunjimoideen Kutty,KJ Yesudas,7185,4354,https://en.msidb.org/s.php?7185,https://en.msidb.org/m.php?4354
Ilakozhiyum,Varshangal Poyathariyaathe,1987,Misra Sivaranjani,Mohan Sithara,Kottakkal Kunjimoideen Kutty,KS Chithra,7186,4354,https://en.msidb.org/s.php?7186,https://en.msidb.org/m.php?4354
Aakaashadeepangal,Raavanaprabhu,2001,Misra Sivaranjani,Suresh Peters,Gireesh Puthenchery,KS Chithra,9067,332,https://en.msidb.org/s.php?9067,https://en.msidb.org/m.php?332
Aakaashadeepangal [M],Raavanaprabhu,2001,Misra Sivaranjani,Suresh Peters,Gireesh Puthenchery,KJ Yesudas,16497,332,https://en.msidb.org/s.php?16497,https://en.msidb.org/m.php?332
Innenikku Pottukuthaan,Guruvayoor Kesavan,1977,Miyan Ki Malhar,G Devarajan,P Bhaskaran,P Madhuri,4445,4509,https://en.msidb.org/s.php?4445,https://en.msidb.org/m.php?4509
Indupushpam,Vaishali,1988,Miyan Ki Malhar,Bombay Ravi,ONV Kurup,KS Chithra,8185,3340,https://en.msidb.org/s.php?8185,https://en.msidb.org/m.php?3340
Devi Aathmaraagam,Njaan Gandharvan,1991,Miyan Ki Malhar,Johnson,Kaithapram,KJ Yesudas,11222,4411,https://en.msidb.org/s.php?11222,https://en.msidb.org/m.php?4411
Puthumazha Nanayum,Pranayamazha,1999,Miyan Ki Malhar,Wilson,S Ramesan Nair,"MG Sreekumar, KS Chithra",14644,265,https://en.msidb.org/s.php?14644,https://en.msidb.org/m.php?265
Neeyillayenkil,Karayilekku Oru Kadaldooram,2010,Miyan Ki Malhar,M Jayachandran,K Sachithanandan,M Jayachandran,192392,6775,https://en.msidb.org/s.php?192392,https://en.msidb.org/m.php?6775
Manjulaa Manjulaa,Ardhanaari,2012,Miyan Ki Malhar,MG Sreekumar,Rajeev Alunkal,MG Sreekumar,194226,7155,https://en.msidb.org/s.php?194226,https://en.msidb.org/m.php?7155
Sree Vaasudeva Parane,Balan,1938,Mohana Kalyani,"KK Aroor, Ibrahim",Muthukulam Raghavan Pillai,Uncategorized,14234,1204,https://en.msidb.org/s.php?14234,https://en.msidb.org/m.php?1204
Anjanamizhkalil,College Girl,1974,Mohana Kalyani,AT Ummer,Dr Balakrishnan,"KJ Yesudas, S Janaki",3345,2577,https://en.msidb.org/s.php?3345,https://en.msidb.org/m.php?2577
Varna Pradarshana,Varadakshina,1977,Mohana Kalyani,G Devarajan,Sreekumaran Thampi,KJ Yesudas,4245,4912,https://en.msidb.org/s.php?4245,https://en.msidb.org/m.php?4912
Syamanthakam kilungunna,Drohi,1982,Mohana Kalyani,AT Ummer,Mankombu Gopalakrishnan,"KJ Yesudas, B Vasantha",6122,2810,https://en.msidb.org/s.php?6122,https://en.msidb.org/m.php?2810
Kaalindee Theeram Thannil,April 18,1984,Mohana Kalyani,AT Ummer,Bichu Thirumala,"KJ Yesudas, S Janakidevi",7292,280,https://en.msidb.org/s.php?7292,https://en.msidb.org/m.php?280
Maaleyam,Thacholi Vargheese Chekavar,1995,Mohana Kalyani,Sharreth,Gireesh Puthenchery,KS Chithra,11661,2351,https://en.msidb.org/s.php?11661,https://en.msidb.org/m.php?2351
Thaarakam Deepakam Maarivil,Poonilaamazha,1997,Mohana Kalyani,Laxmikant Pyarelal,Gireesh Puthenchery,KJ Yesudas,11465,1148,https://en.msidb.org/s.php?11465,https://en.msidb.org/m.php?1148
Kumkuma Raaga Paraaga (F),Punyam,2002,Mohana Kalyani,M Jayachandran,S Ramesan Nair,KS Chithra,8885,3242,https://en.msidb.org/s.php?8885,https://en.msidb.org/m.php?3242
Kumkuma Raaga Paraaga (M),Punyam,2002,Mohana Kalyani,M Jayachandran,S Ramesan Nair,MG Sreekumar,13796,3242,https://en.msidb.org/s.php?13796,https://en.msidb.org/m.php?3242
Nilaavinte (d),Moonnaamathoraal,2006,Mohana Kalyani,Ouseppachan,Shibu Chakravarthy,"G Venugopal, Manjari",12015,5401,https://en.msidb.org/s.php?12015,https://en.msidb.org/m.php?5401
Ee Nilaavin Smrithiyiloorum,Ezhaamathe Varavu,2013,Mohana Kalyani,T Hariharan,T Hariharan,KJ Yesudas,193689,7032,https://en.msidb.org/s.php?193689,https://en.msidb.org/m.php?7032
Ettan Varunna Diname,Nirmala,1948,Mohanam,EI Warrier,G Sankara Kurup,Vimala B Varma,13927,3395,https://en.msidb.org/s.php?13927,https://en.msidb.org/m.php?3395
Kallilum Mullilum,Newspaper Boy,1955,Mohanam,"A Vijayan, A Ramachandran",KC Poonkunnam,"TS Kumaresh, TA Lakshmi",17732,5843,https://en.msidb.org/s.php?17732,https://en.msidb.org/m.php?5843
Sangeethamee Jeevitham,Jailppulli,1957,Mohanam,Br Lakshmanan,Thirunayinaarkurichi Madhavan Nair,"Kamukara Purushothaman, Santha P Nair",1902,3187,https://en.msidb.org/s.php?1902,https://en.msidb.org/m.php?3187
Panineer Malarinorithal,Jnaana Sundari,1961,Mohanam,V Dakshinamoorthy,Abhayadev,Kamukara Purushothaman,114,1485,https://en.msidb.org/s.php?114,https://en.msidb.org/m.php?1485
Periyaare,Bhaarya,1962,Mohanam,G Devarajan,Vayalar Ramavarma,"AM Raja, P Susheela",172,732,https://en.msidb.org/s.php?172,https://en.msidb.org/m.php?732
Parannu Parannu,Sreeraama Pattaabhishekam,1962,Mohanam,Br Lakshmanan,Thirunayinaarkurichi Madhavan Nair,"Kamukara Purushothaman, P Susheela",130,1781,https://en.msidb.org/s.php?130,https://en.msidb.org/m.php?1781
Unarunaroo Unnipoove,Ammaye Kaanaan,1963,Mohanam,K Raghavan,P Bhaskaran,S Janaki,263,2516,https://en.msidb.org/s.php?263,https://en.msidb.org/m.php?2516
Jaladevathamaare,Kadalamma,1963,Mohanam,G Devarajan,Vayalar Ramavarma,"KJ Yesudas, P Susheela",237,684,https://en.msidb.org/s.php?237,https://en.msidb.org/m.php?684
Krishna Guruvaayoorappa,Nithyakanyaka,1963,Mohanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,186,4930,https://en.msidb.org/s.php?186,https://en.msidb.org/m.php?4930
Arabikkadaloru,Bhargaveenilayam,1964,Mohanam,MS Baburaj,P Bhaskaran,"KJ Yesudas, P Susheela",377,3535,https://en.msidb.org/s.php?377,https://en.msidb.org/m.php?3535
Pon Valayillenkilum,Kuttikkuppaayam,1964,Mohanam,MS Baburaj,P Bhaskaran,KP Udayabhanu,8250,3518,https://en.msidb.org/s.php?8250,https://en.msidb.org/m.php?3518
Devathaaru Pootha,Manavaatti,1964,Mohanam,G Devarajan,Vayalar Ramavarma,AM Raja,318,3363,https://en.msidb.org/s.php?318,https://en.msidb.org/m.php?3363
Kanikaanum Neram,Omanakuttan,1964,Mohanam,G Devarajan,Traditional (Poonthanam),"P Leela, Renuka",373,3706,https://en.msidb.org/s.php?373,https://en.msidb.org/m.php?3706
Thrikkaarthikaykku,Kadathukaaran,1965,Mohanam,MS Baburaj,Vayalar Ramavarma,"KP Udayabhanu, P Leela",454,3320,https://en.msidb.org/s.php?454,https://en.msidb.org/m.php?3320
Kadavathu Thoni,Murappennu,1965,Mohanam,BA Chidambaranath,P Bhaskaran,"S Janaki, Santha P Nair",604,407,https://en.msidb.org/s.php?604,https://en.msidb.org/m.php?407
Maalini Nadiyil,Shakunthala,1965,Mohanam,G Devarajan,Vayalar Ramavarma,"KJ Yesudas, P Susheela",577,3692,https://en.msidb.org/s.php?577,https://en.msidb.org/m.php?3692
Manjalayil Mungithorthi,Kalithozhan,1966,Mohanam,G Devarajan,P Bhaskaran,P Jayachandran,626,1134,https://en.msidb.org/s.php?626,https://en.msidb.org/m.php?1134
Pandoru Kaalam,Kanmanikal,1966,Mohanam,G Devarajan,Vayalar Ramavarma,Renuka,746,1086,https://en.msidb.org/s.php?746,https://en.msidb.org/m.php?1086
Vaarthinkal Thoni,Karuna,1966,Mohanam,G Devarajan,ONV Kurup,KJ Yesudas,775,2903,https://en.msidb.org/s.php?775,https://en.msidb.org/m.php?2903
Keshaadipaadam Thozhunnen (Gopala Rathnam),Pakalkkinaavu,1966,Mohanam,BA Chidambaranath,P Bhaskaran,S Janaki,657,1427,https://en.msidb.org/s.php?657,https://en.msidb.org/m.php?1427
Kaakkakondu Kadal,Poochakkanni,1966,Mohanam,MS Baburaj,Vayalar Ramavarma,"PB Sreenivas, B Vasantha",755,1937,https://en.msidb.org/s.php?755,https://en.msidb.org/m.php?1937
Devakumaara,Thilothama,1966,Mohanam,G Devarajan,Vayalar Ramavarma,S Janaki,793,4016,https://en.msidb.org/s.php?793,https://en.msidb.org/m.php?4016
Ezhu Sundara,Ashwamedham,1967,Mohanam,G Devarajan,Vayalar Ramavarma,P Susheela,956,653,https://en.msidb.org/s.php?956,https://en.msidb.org/m.php?653
Chellacherukiliye,Chithramela,1967,Mohanam,G Devarajan,Sreekumaran Thampi,KJ Yesudas,966,2806,https://en.msidb.org/s.php?966,https://en.msidb.org/m.php?2806
Jeevanil Jeevante,Kaamuki,1967,Mohanam,"PK Sivadas, VK Sasidharan",Ettumanoor Somadasan,KJ Yesudas,189685,5610,https://en.msidb.org/s.php?189685,https://en.msidb.org/m.php?5610
Chirikkudukke,Karutha Raathrikal,1967,Mohanam,MS Baburaj,ONV Kurup,"KJ Yesudas, B Vasantha",913,3623,https://en.msidb.org/s.php?913,https://en.msidb.org/m.php?3623
Manjanippoonilaavu,Nagarame Nandi,1967,Mohanam,K Raghavan,P Bhaskaran,S Janaki,970,2988,https://en.msidb.org/s.php?970,https://en.msidb.org/m.php?2988
Chandrikayilaliyunnu,Bhaaryamaar Sookshikkuka,1968,Mohanam,V Dakshinamoorthy,Sreekumaran Thampi,AM Raja,1206,1612,https://en.msidb.org/s.php?1206,https://en.msidb.org/m.php?1612
Chandrikayilaliyunnu(D),Bhaaryamaar Sookshikkuka,1968,Mohanam,V Dakshinamoorthy,Sreekumaran Thampi,"KJ Yesudas, P Leela",1207,1612,https://en.msidb.org/s.php?1207,https://en.msidb.org/m.php?1612
Ponnilanji,Karutha Pournami,1968,Mohanam,MK Arjunan,P Bhaskaran,B Vasantha,1056,5009,https://en.msidb.org/s.php?1056,https://en.msidb.org/m.php?5009
Kaarmukilolivarnna,Pengal,1968,Mohanam,"KV Job, George","S Sukumaran, Santhakumar",P Leela,1172,1971,https://en.msidb.org/s.php?1172,https://en.msidb.org/m.php?1971
Hari Krishna krishna,Vazhi Pizhacha Santhathi,1968,Mohanam,BA Chidambaranath,P Bhaskaran,"P Jayachandran, P Leela, B Vasantha, B Savithri, Sreelatha Namboothiri",12902,1387,https://en.msidb.org/s.php?12902,https://en.msidb.org/m.php?1387
Madhuchandrikayude,Anaachaadhanam,1969,Mohanam,G Devarajan,Vayalar Ramavarma,P Jayachandran,1221,1360,https://en.msidb.org/s.php?1221,https://en.msidb.org/m.php?1360
Maanathe mannaathikkoru,Janmabhoomi,1969,Mohanam,BA Chidambaranath,P Bhaskaran,S Janaki,1255,3360,https://en.msidb.org/s.php?1255,https://en.msidb.org/m.php?3360
Ujjayiniyile,Kadalppaalam,1969,Mohanam,G Devarajan,Vayalar Ramavarma,P Leela,1334,3421,https://en.msidb.org/s.php?1334,https://en.msidb.org/m.php?3421
Karimukilkkaattile,Kallichellamma,1969,Mohanam,K Raghavan,P Bhaskaran,P Jayachandran,1343,4376,https://en.msidb.org/s.php?1343,https://en.msidb.org/m.php?4376
Thaippooyakkaavadiyaattam,Kannoor Deluxe,1969,Mohanam,V Dakshinamoorthy,Sreekumaran Thampi,KJ Yesudas,1318,1096,https://en.msidb.org/s.php?1318,https://en.msidb.org/m.php?1096
Parashuraaman Mazhuverinju,Koottukudumbam,1969,Mohanam,G Devarajan,Vayalar Ramavarma,P Susheela,1377,1549,https://en.msidb.org/s.php?1377,https://en.msidb.org/m.php?1549
Shailanandini,Kumaarasambhavam,1969,Mohanam,G Devarajan,ONV Kurup,"KJ Yesudas, B Vasantha",1400,557,https://en.msidb.org/s.php?1400,https://en.msidb.org/m.php?557
Kaayaampoo Kannil,Nadi,1969,Mohanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,1361,4480,https://en.msidb.org/s.php?1361,https://en.msidb.org/m.php?4480
Pournami Chandrika Thottu Vilichu,Rest House,1969,Mohanam,MK Arjunan,Sreekumaran Thampi,KJ Yesudas,1393,1953,https://en.msidb.org/s.php?1393,https://en.msidb.org/m.php?1953
Pattum Valayum,Ammayenna Sthree,1970,Mohanam,AM Raja,Vayalar Ramavarma,AM Raja,2222,3220,https://en.msidb.org/s.php?2222,https://en.msidb.org/m.php?3220
Premamennal,Mindaapennu,1970,Mohanam,G Devarajan,Yusufali Kecheri,"CO Anto, LR Eeswari",2200,3976,https://en.msidb.org/s.php?2200,https://en.msidb.org/m.php?3976
Aikya Munnani,Ningalenne Communistaakki,1970,Mohanam,G Devarajan,Vayalar Ramavarma,"KJ Yesudas, P Madhuri",2331,1990,https://en.msidb.org/s.php?2331,https://en.msidb.org/m.php?1990
Daaliyappookkale,Nizhalaattam,1970,Mohanam,G Devarajan,Vayalar Ramavarma,P Susheela,2293,2002,https://en.msidb.org/s.php?2293,https://en.msidb.org/m.php?2002
Swargaputhri Navarathri,Nizhalaattam,1970,Mohanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,2296,2002,https://en.msidb.org/s.php?2296,https://en.msidb.org/m.php?2002
Guruvayoorambalanadayil,Othenante Makan,1970,Mohanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,2310,2354,https://en.msidb.org/s.php?2310,https://en.msidb.org/m.php?2354
Devaloka Radhavumaay,Vivaahitha,1970,Mohanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,2333,11,https://en.msidb.org/s.php?2333,https://en.msidb.org/m.php?11
Nin Maniyarayile,CID Nazir,1971,Mohanam,MK Arjunan,Sreekumaran Thampi,P Jayachandran,2475,191,https://en.msidb.org/s.php?2475,https://en.msidb.org/m.php?191
Panchavadiyile,Lankaadahanam,1971,Mohanam,MS Viswanathan,Sreekumaran Thampi,P Jayachandran,2459,4387,https://en.msidb.org/s.php?2459,https://en.msidb.org/m.php?4387
Villukettiya Kadukkanittoru,Line Bus,1971,Mohanam,G Devarajan,Vayalar Ramavarma,"P Madhuri, Latha Raju",2581,592,https://en.msidb.org/s.php?2581,https://en.msidb.org/m.php?592
Irunooru Pournami,Makane Ninakku Vendi,1971,Mohanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,2434,2629,https://en.msidb.org/s.php?2434,https://en.msidb.org/m.php?2629
Swargavaathilekaadashi,Marunaattil Oru Malayaali,1971,Mohanam,V Dakshinamoorthy,Sreekumaran Thampi,P Leela,2556,1385,https://en.msidb.org/s.php?2556,https://en.msidb.org/m.php?1385
Uthishtatha Jaagratha,Sarasayya,1971,Mohanam,G Devarajan,Vayalar Ramavarma,"MG Radhakrishnan, P Madhuri",2519,3689,https://en.msidb.org/s.php?2519,https://en.msidb.org/m.php?3689
Velutha Vaavinekkaal,Vivaahasammanam,1971,Mohanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,2562,4985,https://en.msidb.org/s.php?2562,https://en.msidb.org/m.php?4985
Aayiram Villodinju,Akkarappacha,1972,Mohanam,G Devarajan,Vayalar Ramavarma,"KJ Yesudas, P Madhuri",2760,3555,https://en.msidb.org/s.php?2760,https://en.msidb.org/m.php?3555
Ezharapponnana,Akkarappacha,1972,Mohanam,G Devarajan,Vayalar Ramavarma,P Madhuri,2759,3555,https://en.msidb.org/s.php?2759,https://en.msidb.org/m.php?3555
Kilukkaathe Kilungunna,Manthrakodi,1972,Mohanam,MS Viswanathan,Sreekumaran Thampi,"P Jayachandran, P Susheela",2673,4745,https://en.msidb.org/s.php?2673,https://en.msidb.org/m.php?4745
Pallimanikalum,Omana,1972,Mohanam,G Devarajan,Vayalar Ramavarma,P Madhuri,2721,5165,https://en.msidb.org/s.php?2721,https://en.msidb.org/m.php?5165
Arayilottamundudutha,Oru Sundariyude Kadha,1972,Mohanam,G Devarajan,Vayalar Ramavarma,KJ Yesudas,2753,3386,https://en.msidb.org/s.php?2753,https://en.msidb.org/m.php?3386
Thankamakudam Choodi,Sree Guruvayoorappan,1972,Mohanam,V Dakshinamoorthy,ONV Kurup,"KP Brahmanandan, V Dakshinamoorthy",2791,790,https://en.msidb.org/s.php?2791,https://en.msidb.org/m.php?790
Sangeethamaathmaavin Sougandhikam,Aaraadhika,1973,Mohanam,MS Baburaj,Sreekumaran Thampi,"P Leela, B Vasantha",2988,1379,https://en.msidb.org/s.php?2988,https://en.msidb.org/m.php?1379
Neela Neela Samudra,Achaani,1973,Mohanam,G Devarajan,P Bhaskaran,P Madhuri,3016,3484,https://en.msidb.org/s.php?3016,https://en.msidb.org/m.php?3484
Gokulaashtami Naal,Chaayam,1973,Mohanam,G Devarajan,Vayalar Ramavarma,P Madhuri,2872,97,https://en.msidb.org/s.php?2872,https://en.msidb.org/m.php?97
Panchamithirunaal,Chenda,1973,Mohanam,G Devarajan,Bharanikkavu Sivakumar,P Madhuri,2972,2099,https://en.msidb.org/s.php?2972,https://en.msidb.org/m.php?2099
Mangalaam Kaavile,Dharmayudham,1973,Mohanam,G Devarajan,P Bhaskaran,"P Jayachandran, P Madhuri, Kaviyoor Ponnamma",3075,3642,https://en.msidb.org/s.php?3075,https://en.msidb.org/m.php?3642
Yaahi Maadhava,Enippadikal,1973,Mohanam,G Devarajan,Traditional (Jayadevar),"P Madhuri, Chorus",2901,4034,https://en.msidb.org/s.php?2901,https://en.msidb.org/m.php?4034
Thrithaapoovukal,Gaayathri,1973,Mohanam,G Devarajan,Vayalar Ramavarma,P Madhuri,2965,945,https://en.msidb.org/s.php?2965,https://en.msidb.org/m.php?945
Sindoorakiranamaay,Padmavyooham,1973,Mohanam,MK Arjunan,Sreekumaran Thampi,"KJ Yesudas, P Madhuri",3188,309,https://en.msidb.org/s.php?3188,https://en.msidb.org/m.php?309
Suprabhaatham,Panitheeraatha Veedu,1973,Mohanam,MS Viswanathan,Vayalar Ramavarma,P Jayachandran,2884,962,https://en.msidb.org/s.php?2884,https://en.msidb.org/m.php?962
Aakaashagangayil Njaanorikkal,Ragging,1973,Mohanam,MK Arjunan,PJ Antony,S Janaki,2907,2595,https://en.msidb.org/s.php?2907,https://en.msidb.org/m.php?2595
Upaasana Upaasana,Thottavadi,1973,Mohanam,LPR Varma,Vayalar Ramavarma,P Jayachandran,3121,2389,https://en.msidb.org/s.php?3121,https://en.msidb.org/m.php?2389
Manushyanu Daivam,Yaamini,1973,Mohanam,MK Arjunan,Kanam EJ,KJ Yesudas,3138,2877,https://en.msidb.org/s.php?3138,https://en.msidb.org/m.php?2877
Swapnalekhe Ninte,Ankathattu,1974,Mohanam,G Devarajan,Vayalar Ramavarma,"P Jayachandran, P Madhuri",3203,4872,https://en.msidb.org/s.php?3203,https://en.msidb.org/m.php?4872
Danthagopuram,Bhoomidevi Pushpiniyaayi,1974,Mohanam,G Devarajan,Vayalar Ramavarma,P Madhuri,3415,2379,https://en.msidb.org/s.php?3415,https://en.msidb.org/m.php?2379
Mallikappoovin Madhuragandham,Honeymoon,1974,Mohanam,MK Arjunan,Sreekumaran Thampi,P Jayachandran,3446,1190,https://en.msidb.org/s.php?3446,https://en.msidb.org/m.php?1190
Anuraaga narthanathin,Sapthaswarangal,1974,Mohanam,V Dakshinamoorthy,Sreekumaran Thampi,S Janaki,3410,798,https://en.msidb.org/s.php?3410,https://en.msidb.org/m.php?798
Swaathithirunaalin,Sapthaswarangal,1974,Mohanam,V Dakshinamoorthy,Sreekumaran Thampi,P Jayachandran,3409,798,https://en.msidb.org/s.php?3409,https://en.msidb.org/m.php?798
Kasthoori Gandhikal (Om Namo Narayananaya),Sethubandhanam,1974,Mohanam,G Devarajan,Sreekumaran Thampi,"KJ Yesudas, P Madhuri, Ayiroor Sadasivan",3295,895,https://en.msidb.org/s.php?3295,https://en.msidb.org/m.php?895
Vrischikappoonilaave,Thacholi Marumakan Chanthu,1974,Mohanam,V Dakshinamoorthy,P Bhaskaran,KJ Yesudas,3377,3481,https://en.msidb.org/s.php?3377,https://en.msidb.org/m.php?3481
Ramzanile Chandrikayo,Alibabayum 41 kallanmaarum,1975,Mohanam,G Devarajan,Vayalar Ramavarma,P Jayachandran,3647,1490,https://en.msidb.org/s.php?3647,https://en.msidb.org/m.php?1490
Neelaambari,Love Marriage,1975,Mohanam,Ahuan Sebastian,Mankombu Gopalakrishnan,KJ Yesudas,3545,1014,https://en.msidb.org/s.php?3545,https://en.msidb.org/m.php?1014
Kaaladippuzhayude,Maanishaada,1975,Mohanam,G Devarajan,Vayalar Ramavarma,P Madhuri,3500,4715,https://en.msidb.org/s.php?3500,https://en.msidb.org/m.php?4715
Udayakaahalam,Madhurappathinezhu,1975,Mohanam,AT Ummer,Sreekumaran Thampi,KJ Yesudas,3489,951,https://en.msidb.org/s.php?3489,https://en.msidb.org/m.php?951
Paalaazhi Kadanjeduthorazhakaanu,Swaami Ayyappan,1975,Mohanam,G Devarajan,Vayalar Ramavarma,P Madhuri,3671,213,https://en.msidb.org/s.php?3671,https://en.msidb.org/m.php?213
Chandrakiranangal,Amma,1976,Mohanam,MK Arjunan,Sreekumaran Thampi,"N Sreekanth, Vani Jairam",3800,5323,https://en.msidb.org/s.php?3800,https://en.msidb.org/m.php?5323
Ashtamangalya Suprabhathathil,Chennaaya Valarthiya Kutty,1976,Mohanam,MK Arjunan,Mankombu Gopalakrishnan,P Susheela,3860,4214,https://en.msidb.org/s.php?3860,https://en.msidb.org/m.php?4214
Chandramadam [F],Panineer Mazha,1976,Mohanam,MK Arjunan,Vayalar Ramavarma,P Susheela,12802,2,https://en.msidb.org/s.php?12802,https://en.msidb.org/m.php?2
Chandramadam [M],Panineer Mazha,1976,Mohanam,MK Arjunan,Vayalar Ramavarma,KJ Yesudas,12801,2,https://en.msidb.org/s.php?12801,https://en.msidb.org/m.php?2
Sandhyathan Kavil Thuduthu,Rajaankanam,1976,Mohanam,MK Arjunan,Appan Thachethu,"P Jayachandran, Ambili Rajasekharan",4006,1982,https://en.msidb.org/s.php?4006,https://en.msidb.org/m.php?1982
Poojayum Manthravum,Samasya,1976,Mohanam,KP Udayabhanu,ONV Kurup,"Raveendran, Chorus",3825,2263,https://en.msidb.org/s.php?3825,https://en.msidb.org/m.php?2263
Kanakathalikayil,Surveykkallu,1976,Mohanam,G Devarajan,ONV Kurup,P Madhuri,3931,2271,https://en.msidb.org/s.php?3931,https://en.msidb.org/m.php?2271
Pulari thedi pokum,Anjali,1977,Mohanam,G Devarajan,Sreekumaran Thampi,"P Jayachandran, Karthikeyan, N Sreekanth",4214,2172,https://en.msidb.org/s.php?4214,https://en.msidb.org/m.php?2172
Ushassil Neeyoru,Ashtamangalyam,1977,Mohanam,MK Arjunan,Kanam EJ,KJ Yesudas,4289,2160,https://en.msidb.org/s.php?4289,https://en.msidb.org/m.php?2160
Bhoomithan Pushpaabharanam,Aval Oru Devaalayam,1977,Mohanam,MK Arjunan,Bharanikkavu Sivakumar,KJ Yesudas,4229,21,https://en.msidb.org/s.php?4229,https://en.msidb.org/m.php?21
Kadalum Karayum,Bhaaryaavijayam,1977,Mohanam,MK Arjunan,Sreekumaran Thampi,"P Jayachandran, P Susheela",4397,3096,https://en.msidb.org/s.php?4397,https://en.msidb.org/m.php?3096
Chandramukhi,Kaavilamma,1977,Mohanam,G Devarajan,ONV Kurup,KJ Yesudas,4308,2180,https://en.msidb.org/s.php?4308,https://en.msidb.org/m.php?2180
Sarovaram Poo Choodi,Muhoorthangal,1977,Mohanam,MK Arjunan,ONV Kurup,KJ Yesudas,4384,3845,https://en.msidb.org/s.php?4384,https://en.msidb.org/m.php?3845
