Song,Movie,Year,Raga,Musician,Lyricist,Singers,Song_ID,Movie_ID,Song_URL,Movie_URL
Aadishilpi,Adimakkachavadam,1978,Charukesi,G Devarajan,Mankombu Gopalakrishnan,KJ Yesudas,4742,3297,https://en.msidb.org/s.php?4742,https://en.msidb.org/m.php?3297
Hamsapadangalil,Manushyan,1979,Charukesi,V Dakshinamoorthy,Bharanikkavu Sivakumar,Vani Jairam,5056,2678,https://en.msidb.org/s.php?5056,https://en.msidb.org/m.php?2678
Eeshwaranevide,Theruvugeetham,1979,Charukesi,Jaya Vijaya,Bichu Thirumala,KJ Yesudas,10842,1183,https://en.msidb.org/s.php?10842,https://en.msidb.org/m.php?1183
Kurumozhiyo kurukuthiyo,Balloon,1982,Charukesi,MK Arjunan,Thikkurissi Sukumaran Nair,KJ Yesudas,6114,508,https://en.msidb.org/s.php?6114,https://en.msidb.org/m.php?508
Baale edi baale,Ente Shathrukkal (Porattam),1982,Charukesi,MK Arjunan,Poovachal Khader,"KJ Yesudas, Ambili Rajasekharan",6233,2345,https://en.msidb.org/s.php?6233,https://en.msidb.org/m.php?2345
Arabikadale nee saakshi,Arabikkadal,1983,Charukesi,MK Arjunan,Poovachal Khader,KJ Yesudas,7550,825,https://en.msidb.org/s.php?7550,https://en.msidb.org/m.php?825
Manassoru Samudram,Manassoru Mahaasamudram,1983,Charukesi,MK Arjunan,Kanam EJ,KJ Yesudas,7643,4272,https://en.msidb.org/s.php?7643,https://en.msidb.org/m.php?4272
Veenaa paanini,Ente Graamam,1984,Charukesi,Vidyadharan,Sreemoolanagaram Vijayan,Vani Jairam,7361,4204,https://en.msidb.org/s.php?7361,https://en.msidb.org/m.php?4204
Hridayathin madhuramadhurageetham,Thennal Thedunna Poovu,1984,Charukesi,MS Viswanathan,Mankombu Gopalakrishnan,Vani Jairam,8002,3115,https://en.msidb.org/s.php?8002,https://en.msidb.org/m.php?3115
Sreedeviyaay,Nayakan (Vaa Kuruvi Varu Kuruvi),1985,Charukesi,AT Ummer,Balu Kiriyath,"KJ Yesudas, Leena Padmanabhan",6644,3533,https://en.msidb.org/s.php?6644,https://en.msidb.org/m.php?3533
Kannaadikkoottile,Vellam,1985,Charukesi,G Devarajan,Mullanezhi,"KJ Yesudas, Chorus",6582,2430,https://en.msidb.org/s.php?6582,https://en.msidb.org/m.php?2430
Akkare Oho Ikkare,Maanasa Maine Varu,1987,Charukesi,Shankar Ganesh,Vayalar Madhavankutty,MS Viswanathan,7154,3656,https://en.msidb.org/s.php?7154,https://en.msidb.org/m.php?3656
Kripaya Paalaya,Swaathy Thirunaal,1987,Charukesi,MB Sreenivasan,Traditional (Swathi Thirunal),KJ Yesudas,7128,252,https://en.msidb.org/s.php?7128,https://en.msidb.org/m.php?252
Maanavan Mannil,Aadyapaapam,1988,Charukesi,Jerry Amaldev,Devadas,KJ Yesudas,8208,2666,https://en.msidb.org/s.php?8208,https://en.msidb.org/m.php?2666
Sreesarada,Sangeetha Sangamam,1988,Charukesi,KV Mahadevan,Mankombu Gopalakrishnan,S Janaki,10676,5367,https://en.msidb.org/s.php?10676,https://en.msidb.org/m.php?5367
Pularithoomanju,Ulsavappittennu,1988,Charukesi,G Devarajan,Kavalam Narayana Panicker,KJ Yesudas,8224,4526,https://en.msidb.org/s.php?8224,https://en.msidb.org/m.php?4526
Kripaya Paalaya,Varnam,1989,Charukesi,Ouseppachan,Traditional (Swathi Thirunal),MG Sreekumar,14532,3568,https://en.msidb.org/s.php?14532,https://en.msidb.org/m.php?3568
Neerppalunkukal,Godfather,1991,Charukesi,S Balakrishnan,Bichu Thirumala,Sujatha Mohan,10575,120,https://en.msidb.org/s.php?10575,https://en.msidb.org/m.php?120
Neerppalunkukal,Godfather,1991,Charukesi,S Balakrishnan,Bichu Thirumala,MG Sreekumar,10577,120,https://en.msidb.org/s.php?10577,https://en.msidb.org/m.php?120
Hey krishna,Kizhakkunarum Pakshi,1991,Charukesi,Raveendran,K Jayakumar,"KS Chithra, Chorus",10545,3127,https://en.msidb.org/s.php?10545,https://en.msidb.org/m.php?3127
Paanappuzha,Vishnulokam,1991,Charukesi,Raveendran,Kaithapram,Malaysia Vasudevan,10491,1120,https://en.msidb.org/s.php?10491,https://en.msidb.org/m.php?1120
Krishnathulasiyum [F],Yaathraamozhi,1991,Charukesi,Vidyadharan,Rappal Sukumara Menon,KS Chithra,12188,5354,https://en.msidb.org/s.php?12188,https://en.msidb.org/m.php?5354
Krishnathulasiyum [M],Yaathraamozhi,1991,Charukesi,Vidyadharan,Rappal Sukumara Menon,KJ Yesudas,12186,5354,https://en.msidb.org/s.php?12186,https://en.msidb.org/m.php?5354
Krishna kripaasaagaram,Sargam,1992,Charukesi,Bombay Ravi,Yusufali Kecheri,"KJ Yesudas, KS Chithra",10385,3494,https://en.msidb.org/s.php?10385,https://en.msidb.org/m.php?3494
Yaathrayaayi,Aayirappara,1993,Charukesi,Raveendran,Kavalam Narayana Panicker,"KJ Yesudas, B Arundhathi",10351,1575,https://en.msidb.org/s.php?10351,https://en.msidb.org/m.php?1575
Chumbanappoo Kondu Moodi,Bandhukkal Shathrukkal,1993,Charukesi,Sreekumaran Thampi,Sreekumaran Thampi,KJ Yesudas,10344,2751,https://en.msidb.org/s.php?10344,https://en.msidb.org/m.php?2751
Naadha nin gandharva,Ezhuthachan,1993,Charukesi,Raveendran,Kaithapram,KJ Yesudas,10188,506,https://en.msidb.org/s.php?10188,https://en.msidb.org/m.php?506
Naadha nin gandharva (f),Ezhuthachan,1993,Charukesi,Raveendran,Kaithapram,KS Chithra,10186,506,https://en.msidb.org/s.php?10186,https://en.msidb.org/m.php?506
Kalyaanam Kalyaanam,Padaleeputhram,1993,Charukesi,Raveendran,Bichu Thirumala,MG Sreekumar,12538,3203,https://en.msidb.org/s.php?12538,https://en.msidb.org/m.php?3203
Pakalinte Poonkavil,Geetham Sangeetham (Ananthapuri),1994,Charukesi,Raveendran,Kaithapram,KJ Yesudas,12844,5731,https://en.msidb.org/s.php?12844,https://en.msidb.org/m.php?5731
Akale akale [Resung from Midumidukki],Adyathe Kanmani,1995,Charukesi,MS Baburaj,Sreekumaran Thampi,"KJ Yesudas, S Janaki",10038,2264,https://en.msidb.org/s.php?10038,https://en.msidb.org/m.php?2264
Thechippoove,Radholsavam,1995,Charukesi,Berny Ignatius,Gireesh Puthenchery,"KJ Yesudas, KS Chithra",11644,510,https://en.msidb.org/s.php?11644,https://en.msidb.org/m.php?510
Mugdha Sankalppangal,Uthara Desam,1997,Charukesi,Raveendran,PK Ravindran,"Sreenivas, KS Chithra",9677,3530,https://en.msidb.org/s.php?9677,https://en.msidb.org/m.php?3530
Pujabimbam mizhi thurannu,Harikrishnans,1998,Charukesi,Ouseppachan,Kaithapram,"KJ Yesudas, KS Chithra",9649,4059,https://en.msidb.org/s.php?9649,https://en.msidb.org/m.php?4059
Sanchararadharasudha,Pallaavoor Devanaaraayanan,1999,Charukesi,Raveendran,Traditional,KJ Yesudas,9445,749,https://en.msidb.org/s.php?9445,https://en.msidb.org/m.php?749
Pinakkamo,Aanamuttathe Aangalamar (Manayoorile Manikyam),2000,Charukesi,Raveendran,Kaithapram,"Pradip Somasundaran, B Arundhathi",14388,661,https://en.msidb.org/s.php?14388,https://en.msidb.org/m.php?661
Geyam Harinaamadheyam,Mazha,2000,Charukesi,Raveendran,Yusufali Kecheri,"KJ Yesudas, B Arundhathi, Neyyatinkara Vasudevan",9299,4296,https://en.msidb.org/s.php?9299,https://en.msidb.org/m.php?4296
Shraavangange Sangeethagange,Millenium Stars,2000,Charukesi,Vidyasagar,"Gireesh Puthenchery, Tahir Faraz, Recardo Barrantes","Hariharan, KJ Yesudas, Vijay Yesudas",9461,914,https://en.msidb.org/s.php?9461,https://en.msidb.org/m.php?914
Swapnam Thyajichaal,Raakshasa Raajaavu,2001,Charukesi,Mohan Sithara,Vinayan,KJ Yesudas,12994,3834,https://en.msidb.org/s.php?12994,https://en.msidb.org/m.php?3834
Swapnam Thyajichaal,Raakshasa Raajaavu,2001,Charukesi,Mohan Sithara,Vinayan,"KJ Yesudas, KS Chithra, Ashwathy Vijayan",12995,3834,https://en.msidb.org/s.php?12995,https://en.msidb.org/m.php?3834
Chekkeraan,Illathe Kilikkoodu,2003,Charukesi,Raveendran,Yusufali Kecheri,KJ Yesudas,11800,3820,https://en.msidb.org/s.php?11800,https://en.msidb.org/m.php?3820
Pachakkilipadu,Kanninum Kannaadikkum,2004,Charukesi,M Jayachandran,S Ramesan Nair,KK Nishad,8590,4797,https://en.msidb.org/s.php?8590,https://en.msidb.org/m.php?4797
Anpin Thumbum Vaalum,Nerkku Ner,2004,Charukesi,Kavalam Narayana Panicker,Kavalam Narayana Panicker,Kavalam Sreekumar,19340,5105,https://en.msidb.org/s.php?19340,https://en.msidb.org/m.php?5105
Snehikkaan,Kalabham,2006,Charukesi,Raveendran,S Ramesan Nair,"KJ Yesudas, Ranjini Hari",11092,5190,https://en.msidb.org/s.php?11092,https://en.msidb.org/m.php?5190
Yadukula Murali,Puthiya Mukham,2009,Charukesi,Deepak Dev,Kaithapram,K Krishnakumar,189891,6587,https://en.msidb.org/s.php?189891,https://en.msidb.org/m.php?6587
En Priyane,Song of Solomon,2012,Charukesi,Geogy Thomas,Geogy Thomas,Shweta Mohan,194056,7224,https://en.msidb.org/s.php?194056,https://en.msidb.org/m.php?7224
Mizhiyil Ninnum,Maayanadi,2017,Charukesi,Rex Vijayan,Anwar Ali,Shahabaz Aman,1956088,8516,https://en.msidb.org/s.php?1956088,https://en.msidb.org/m.php?8516
Jayajagadeeshwara,Balan,1938,Chenchurutti,"KK Aroor, Ibrahim",Muthukulam Raghavan Pillai,MK Kamalam,2099,1204,https://en.msidb.org/s.php?2099,https://en.msidb.org/m.php?1204
Nin Padame Sharanam,Jnaanaambika,1940,Chenchurutti,TK Jayarama Iyer,Puthankavu Mathan Tharakan,"Sebastian Kunju Kunju Bhagavathar, PK Kamalakshi, Chorus",189924,3911,https://en.msidb.org/s.php?189924,https://en.msidb.org/m.php?3911
Hantha Hantha,Prahlaada,1941,Chenchurutti,Vidwan VS Parthasarathy Ayyankar,K Madhava Warrier,-,2141,181,https://en.msidb.org/s.php?2141,https://en.msidb.org/m.php?181
Naagarika Rasika,Sthree,1950,Chenchurutti,BA Chidambaranath,Thikkurissi Sukumaran Nair,-,1525,817,https://en.msidb.org/s.php?1525,https://en.msidb.org/m.php?817
Ellaam Sivamayam,Kumaarasambhavam,1969,Chenchurutti,G Devarajan,ONV Kurup,Renuka,1402,557,https://en.msidb.org/s.php?1402,https://en.msidb.org/m.php?557
Raajashilpi,Panchavankaadu,1971,Chenchurutti,G Devarajan,Vayalar Ramavarma,P Susheela,2545,3133,https://en.msidb.org/s.php?2545,https://en.msidb.org/m.php?3133
Pushpasaayaka Nin,Night Duty,1974,Chenchurutti,V Dakshinamoorthy,Vayalar Ramavarma,P Susheela,3321,4359,https://en.msidb.org/s.php?3321,https://en.msidb.org/m.php?4359
Bhagavaan Bhagavaan,Kottaaram Vilkkaanundu,1975,Chenchurutti,G Devarajan,Vayalar Ramavarma,"N Sreekanth, Ayiroor Sadasivan",3586,3319,https://en.msidb.org/s.php?3586,https://en.msidb.org/m.php?3319
Sooryakireedam,Devaasuram,1993,Chenchurutti,MG Radhakrishnan,Gireesh Puthenchery,MG Sreekumar,10316,5052,https://en.msidb.org/s.php?10316,https://en.msidb.org/m.php?5052
Pazhayoru Rajanithan,Naayika,2011,Chenchurutti,MK Arjunan,Sreekumaran Thampi,KJ Yesudas,193238,6940,https://en.msidb.org/s.php?193238,https://en.msidb.org/m.php?6940
Naada Thanumanisam,Sree Thyagaraja,1981,Chitta Ranjini,KV Mahadevan,Traditional (Thyagaraja),SP Balasubrahmanyam,5534,3020,https://en.msidb.org/s.php?5534,https://en.msidb.org/m.php?3020
Eeshwarachintha,Bhakthakuchela,1961,Darbari Kaanada,Br Lakshmanan,Thirunayinaarkurichi Madhavan Nair,Kamukara Purushothaman,90,1265,https://en.msidb.org/s.php?90,https://en.msidb.org/m.php?1265
Poovaniyukilliniyum,Porter Kunjaali,1965,Darbari Kaanada,MS Baburaj,Abhayadev,PB Sreenivas,460,4422,https://en.msidb.org/s.php?460,https://en.msidb.org/m.php?4422
Irukanneerthullikal,Iruttinte Aathmaavu,1967,Darbari Kaanada,MS Baburaj,P Bhaskaran,S Janaki,852,3318,https://en.msidb.org/s.php?852,https://en.msidb.org/m.php?3318
Aayiram Paadasarangal,Nadi,1969,Darbari Kaanada,G Devarajan,Vayalar Ramavarma,KJ Yesudas,1362,4480,https://en.msidb.org/s.php?1362,https://en.msidb.org/m.php?4480
Dukhame Ninakku,Pushpaanjali,1972,Darbari Kaanada,MK Arjunan,Sreekumaran Thampi,"KJ Yesudas, Chorus",2655,405,https://en.msidb.org/s.php?2655,https://en.msidb.org/m.php?405
Ilanjippoomanam,Ayalkkaari,1976,Darbari Kaanada,G Devarajan,Sreekumaran Thampi,KJ Yesudas,4001,4012,https://en.msidb.org/s.php?4001,https://en.msidb.org/m.php?4012
Radhika Krishna,Mohiniyaattam,1976,Darbari Kaanada,G Devarajan,Traditional (Jayadevar),Mannoor Rajakumaranunni,4028,3839,https://en.msidb.org/s.php?4028,https://en.msidb.org/m.php?3839
Kili Chilachu,Samasya,1976,Darbari Kaanada,KP Udayabhanu,ONV Kurup,KJ Yesudas,3823,2263,https://en.msidb.org/s.php?3823,https://en.msidb.org/m.php?2263
Devi Nin Chiriyil,Raajaparampara,1977,Darbari Kaanada,AT Ummer,Appan Thachethu,KJ Yesudas,4162,2654,https://en.msidb.org/s.php?4162,https://en.msidb.org/m.php?2654
Evideyaa Mohathin,Anubhoothikalude Nimisham,1978,Darbari Kaanada,AT Ummer,Sreekumaran Thampi,S Janaki,4834,2896,https://en.msidb.org/s.php?4834,https://en.msidb.org/m.php?2896
Chakravaalam chaamaram,Aval Viswasthayaayirunnu,1978,Darbari Kaanada,MK Arjunan,Kanam EJ,KJ Yesudas,4616,1001,https://en.msidb.org/s.php?4616,https://en.msidb.org/m.php?1001
Aadi Jeevakanam,Praarthana,1978,Darbari Kaanada,V Dakshinamoorthy,Mankombu Gopalakrishnan,KJ Yesudas,4548,4467,https://en.msidb.org/s.php?4548,https://en.msidb.org/m.php?4467
Ella dukhavum enikku,Lovely,1979,Darbari Kaanada,MK Arjunan,TV Gopalakrishnan,KJ Yesudas,5078,3974,https://en.msidb.org/s.php?5078,https://en.msidb.org/m.php?3974
Aadiyushassil,Manushyan,1979,Darbari Kaanada,V Dakshinamoorthy,Bharanikkavu Sivakumar,KJ Yesudas,5053,2678,https://en.msidb.org/s.php?5053,https://en.msidb.org/m.php?2678
Ullaasappoothirikal,Meen,1980,Darbari Kaanada,G Devarajan,Yusufali Kecheri,KJ Yesudas,5697,4754,https://en.msidb.org/s.php?5697,https://en.msidb.org/m.php?4754
Ente Janmam Neeyeduthu,Ithaa Oru Dhikkaari,1981,Darbari Kaanada,AT Ummer,Poovachal Khader,"KJ Yesudas, S Janaki",6071,273,https://en.msidb.org/s.php?6071,https://en.msidb.org/m.php?273
Instrumental [Violin],Ente Mohangal Poovaninju,1982,Darbari Kaanada,V Dakshinamoorthy,Uncategorized,Uncategorized,189839,890,https://en.msidb.org/s.php?189839,https://en.msidb.org/m.php?890
Urvashi,Lahari,1982,Darbari Kaanada,G Devarajan,Vayalar Ramavarma,P Madhuri,8075,1429,https://en.msidb.org/s.php?8075,https://en.msidb.org/m.php?1429
Ethoru karmavum,Naagamadathu Thampuraatti,1982,Darbari Kaanada,MK Arjunan,Poovachal Khader,KJ Yesudas,6117,1159,https://en.msidb.org/s.php?6117,https://en.msidb.org/m.php?1159
Swapnam kondu thulaabhaaram,Veenapoovu,1983,Darbari Kaanada,Vidyadharan,Mullanezhi,Jency,6487,3196,https://en.msidb.org/s.php?6487,https://en.msidb.org/m.php?3196
Devanu Ke Pathi,Swaathy Thirunaal,1987,Darbari Kaanada,MB Sreenivasan,Traditional (Swathi Thirunal),SP Balasubrahmanyam,7127,252,https://en.msidb.org/s.php?7127,https://en.msidb.org/m.php?252
Maamala mele vaarmazha megham,Abhimanyu,1991,Darbari Kaanada,Raveendran,Kaithapram,"MG Sreekumar, KS Chithra",10624,2951,https://en.msidb.org/s.php?10624,https://en.msidb.org/m.php?2951
Azhake nin,Amaram,1991,Darbari Kaanada,Raveendran,Kaithapram,"KJ Yesudas, KS Chithra",10617,2070,https://en.msidb.org/s.php?10617,https://en.msidb.org/m.php?2070
Aalaapanam,Ente Sooryaputhrikku,1991,Darbari Kaanada,Ilayaraja,Bichu Thirumala,"KJ Yesudas, KS Chithra, P Susheela",10587,1273,https://en.msidb.org/s.php?10587,https://en.msidb.org/m.php?1273
Aalaapanam [M],Ente Sooryaputhrikku,1991,Darbari Kaanada,Ilayaraja,Bichu Thirumala,KJ Yesudas,19311,1273,https://en.msidb.org/s.php?19311,https://en.msidb.org/m.php?1273
Poonthennaloo,Ente Sooryaputhrikku,1991,Darbari Kaanada,Ilayaraja,Bichu Thirumala,P Susheela,10588,1273,https://en.msidb.org/s.php?10588,https://en.msidb.org/m.php?1273
Idayaraaga ramanadukham,Uncle Bun,1991,Darbari Kaanada,Raveendran,Pazhavila Ramesan,"KJ Yesudas, KS Chithra",10499,3594,https://en.msidb.org/s.php?10499,https://en.msidb.org/m.php?3594
Aananda Nadanam,Kamaladalam,1992,Darbari Kaanada,Raveendran,Kaithapram,"KJ Yesudas, Raveendran, Chorus",13757,3791,https://en.msidb.org/s.php?13757,https://en.msidb.org/m.php?3791
Thoomanjin nenchilothungi,Samooham,1993,Darbari Kaanada,Johnson,Kaithapram,KJ Yesudas,10223,3420,https://en.msidb.org/s.php?10223,https://en.msidb.org/m.php?3420
Sindoorappoomanassil,Gamanam,1994,Darbari Kaanada,Ouseppachan,Bichu Thirumala,"KJ Yesudas, KS Chithra",10184,4062,https://en.msidb.org/s.php?10184,https://en.msidb.org/m.php?4062
Karayaathekannurangu,Saagaram saakshi,1994,Darbari Kaanada,Sharreth,Kaithapram,KJ Yesudas,10092,3205,https://en.msidb.org/s.php?10092,https://en.msidb.org/m.php?3205
Karayaathekannurangu,Saagaram saakshi,1994,Darbari Kaanada,Sharreth,Kaithapram,KS Chithra,15117,3205,https://en.msidb.org/s.php?15117,https://en.msidb.org/m.php?3205
Aathmaavin Pusthakathaalil [M],Mazhayethummunpe,1995,Darbari Kaanada,Raveendran,Kaithapram,KJ Yesudas,14484,3886,https://en.msidb.org/s.php?14484,https://en.msidb.org/m.php?3886
Aathmavin Pusthakathaalil [F],Mazhayethummunpe,1995,Darbari Kaanada,Raveendran,Kaithapram,KS Chithra,17795,3886,https://en.msidb.org/s.php?17795,https://en.msidb.org/m.php?3886
Kanneerkkumbilil,Sargavasantham,1995,Darbari Kaanada,Ouseppachan,Kaithapram,P Jayachandran,9920,238,https://en.msidb.org/s.php?9920,https://en.msidb.org/m.php?238
Mazha Peythaal [M],April 19,1996,Darbari Kaanada,Raveendran,S Ramesan Nair,KJ Yesudas,192574,2114,https://en.msidb.org/s.php?192574,https://en.msidb.org/m.php?2114
Mazha peythal,April 19,1996,Darbari Kaanada,Raveendran,S Ramesan Nair,"KJ Yesudas, S Janaki",9892,2114,https://en.msidb.org/s.php?9892,https://en.msidb.org/m.php?2114
Ponnil Kulichu Ninnu [D],Sallaapam,1996,Darbari Kaanada,Johnson,Kaithapram,"KJ Yesudas, KS Chithra",9831,4331,https://en.msidb.org/s.php?9831,https://en.msidb.org/m.php?4331
Ponnil Kulichu Ninnu [F],Sallaapam,1996,Darbari Kaanada,Johnson,Kaithapram,KS Chithra,18880,4331,https://en.msidb.org/s.php?18880,https://en.msidb.org/m.php?4331
Aariro Mayangu,Maayapponmaan,1997,Darbari Kaanada,Mohan Sithara,S Ramesan Nair,Biju Narayanan,11284,4866,https://en.msidb.org/s.php?11284,https://en.msidb.org/m.php?4866
Hridayamuraliyude raagam,Manthrikkochamma,1998,Darbari Kaanada,Mohan Sithara,S Ramesan Nair,KS Chithra,14868,758,https://en.msidb.org/s.php?14868,https://en.msidb.org/m.php?758
Shivadam Shivanaamam,Mazhavillu,1999,Darbari Kaanada,Mohan Sithara,Kaithapram,"KJ Yesudas, KS Chithra",9471,4884,https://en.msidb.org/s.php?9471,https://en.msidb.org/m.php?4884
Shivadam Shivanaamam,Mazhavillu,1999,Darbari Kaanada,Mohan Sithara,Kaithapram,"MG Sreekumar, KS Chithra",1954699,4884,https://en.msidb.org/s.php?1954699,https://en.msidb.org/m.php?4884
Manassin manichimizhil,Arayannangalude Veedu,2000,Darbari Kaanada,Raveendran,Gireesh Puthenchery,KS Chithra,9669,5003,https://en.msidb.org/s.php?9669,https://en.msidb.org/m.php?5003
Manassin manichimizhil [M],Arayannangalude Veedu,2000,Darbari Kaanada,Raveendran,Gireesh Puthenchery,KJ Yesudas,9667,5003,https://en.msidb.org/s.php?9667,https://en.msidb.org/m.php?5003
Dhwanitharanga,Joker,2000,Darbari Kaanada,Mohan Sithara,Yusufali Kecheri,KS Chithra,9336,610,https://en.msidb.org/s.php?9336,https://en.msidb.org/m.php?610
Dhwanitharanga,Joker,2000,Darbari Kaanada,Mohan Sithara,Yusufali Kecheri,"KJ Yesudas, KS Chithra",9343,610,https://en.msidb.org/s.php?9343,https://en.msidb.org/m.php?610
Dhwanitharanga [M],Joker,2000,Darbari Kaanada,Mohan Sithara,Yusufali Kecheri,KJ Yesudas,17635,610,https://en.msidb.org/s.php?17635,https://en.msidb.org/m.php?610
Sathyam Shivam Sundaram,Sathyam Sivam Sundaram,2000,Darbari Kaanada,Laxmikant Pyarelal,Pt Narendra Sharma,Deepankuran,9243,5058,https://en.msidb.org/s.php?9243,https://en.msidb.org/m.php?5058
Thengi Mounam Thengi,Sparsham,2000,Darbari Kaanada,Sharreth,S Ramesan Nair,Sharreth,14161,2693,https://en.msidb.org/s.php?14161,https://en.msidb.org/m.php?2693
Ariyaathe Ariyaathe,Raavanaprabhu,2001,Darbari Kaanada,Suresh Peters,Gireesh Puthenchery,"P Jayachandran, KS Chithra",9071,332,https://en.msidb.org/s.php?9071,https://en.msidb.org/m.php?332
Ariyaathe Ariyaathe,Raavanaprabhu,2001,Darbari Kaanada,Suresh Peters,Gireesh Puthenchery,KS Chithra,9074,332,https://en.msidb.org/s.php?9074,https://en.msidb.org/m.php?332
Ponkoodu,Ammakkilikoodu,2003,Darbari Kaanada,Raveendran,Kaithapram,P Jayachandran,11795,1782,https://en.msidb.org/s.php?11795,https://en.msidb.org/m.php?1782
Shilayilninnum Unarunee,Chronic Bachelor,2003,Darbari Kaanada,Deepak Dev,Kaithapram,"Dr Fahad Mohamad, Sujatha Mohan",8814,1396,https://en.msidb.org/s.php?8814,https://en.msidb.org/m.php?1396
Shilayilninnum Unarunee [F],Chronic Bachelor,2003,Darbari Kaanada,Deepak Dev,Kaithapram,Sujatha Mohan,19076,1396,https://en.msidb.org/s.php?19076,https://en.msidb.org/m.php?1396
Thaamaranoolinaal,Mullavalliyum Thenmaavum,2003,Darbari Kaanada,Ouseppachan,Gireesh Puthenchery,"G Venugopal, Gayathri Ashokan",8750,2994,https://en.msidb.org/s.php?8750,https://en.msidb.org/m.php?2994
Kandu Kandu,Maambazhakkaalam,2004,Darbari Kaanada,M Jayachandran,Gireesh Puthenchery,KK Nishad,15427,2661,https://en.msidb.org/s.php?15427,https://en.msidb.org/m.php?2661
Kandu kandu,Maambazhakkaalam,2004,Darbari Kaanada,M Jayachandran,Gireesh Puthenchery,Sujatha Mohan,8580,2661,https://en.msidb.org/s.php?8580,https://en.msidb.org/m.php?2661
Ente pranayathin[M],Chembada,2008,Darbari Kaanada,Robin Thirumala,Robin Thirumala,Najim Arshad,16539,6224,https://en.msidb.org/s.php?16539,https://en.msidb.org/m.php?6224
Junile Nilamzhayil,Nammal Thammil (Fifty Fifty),2009,Darbari Kaanada,M Jayachandran,Gireesh Puthenchery,"KJ Yesudas, Sujatha Mohan",12391,2248,https://en.msidb.org/s.php?12391,https://en.msidb.org/m.php?2248
Priyanu Matram,Robinhood,2009,Darbari Kaanada,M Jayachandran,Kaithapram,"Vijay Yesudas, Shweta Mohan",190097,6609,https://en.msidb.org/s.php?190097,https://en.msidb.org/m.php?6609
Yaathraamozhi,Raamaraavanan,2010,Darbari Kaanada,Kaithapram,Rafi Mathira,G Venugopal,191080,6735,https://en.msidb.org/s.php?191080,https://en.msidb.org/m.php?6735
Chandra Chooda,Karmayogi,2011,Darbari Kaanada,Navaneeth Sundar,Traditional (Purandara Dasa),Anoop Shankar,193358,6968,https://en.msidb.org/s.php?193358,https://en.msidb.org/m.php?6968
Innee Kadalin,Veeraputhran,2011,Darbari Kaanada,Ramesh Narayan,Rafeeq Ahamed,"KJ Yesudas, Manjari",193081,6858,https://en.msidb.org/s.php?193081,https://en.msidb.org/m.php?6858
Ee Mulamkoodu,Venshankhupol [Ekadasi],2011,Darbari Kaanada,Anil Pongummoodu,ONV Kurup,V Madhusoodanan Nair,193121,6897,https://en.msidb.org/s.php?193121,https://en.msidb.org/m.php?6897
Dheem dheem,Players [Two Wheeler (Hai Rose)],2013,Darbari Kaanada,M Jayachandran,Gireesh Puthenchery,"KL Sreeram, Rajesh Vijay",8448,1520,https://en.msidb.org/s.php?8448,https://en.msidb.org/m.php?1520
Aaru Vangum,Harischandra,1955,Desh,Br Lakshmanan,Thirunayinaarkurichi Madhavan Nair,Kamukara Purushothaman,13233,4825,https://en.msidb.org/s.php?13233,https://en.msidb.org/m.php?4825
