ID,Name,Original_Name,Melakarta_No,Melakarta_Name,Chakra_No,Chakra_Name,Arohana,Avarohana,Scale_Type,Is_Bhashanga,Anya_Swaras,Is_Vakra,Extra_Note
"malahari","Malahari","Malahari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' D1 P M1 G3 R1 S","Audava-Shadava",No,"",Yes,""
"mallikavasantam","Mallikavasantam","Mallikavasantam",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"mangalakaishiki","Mangalakaishiki","Mangalakaishiki",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 G3 D1 P S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"manolayam","Manolayam","Manolayam",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' N3 D1 P M1 R1 S","Audava-Shadava",No,"",Yes,""
"maruva","Maruva","Maruva",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 D1 N3 S'","S' N3 D1 P G3 M1 G3 R1 S R1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"mechabowli","Mechabowli","Mechabowli",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"megharanjani","Megharanjani","Megharanjani",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 N3 S'","S' N3 M1 G3 R1 S","Audava",No,"",Yes,""
"nadanamakriya","Nadanamakriya","Nadanamakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 N3","N3 D1 P M1 G3 R1 S N3","Sampurna",No,"",Yes,""
"padi","Padi","Pādi",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P D1 P M1 R1 S","Audava-Shadava",No,"",Yes,""
"pharaju-paras-","Pharaju (Paras)","Pharaju (Paras)",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,"Hindustani equivalent"
"poornalalita","Poornalalita","Poornalalita",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P D1 S'","S' D1 P M1 G3 R1 S","Shadava",No,"",Yes,""
"poorvi","Poorvi","Poorvi",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"poorvikavasanta","Poorvikavasanta","Poorvikavasanta",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 G3 M1 D N3 S'","S' N3 D1 M1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"pratapadhanyasi","Pratapadhanyasi","Pratāpadhanyāsi",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P N3 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"prataparanjani","Prataparanjani","Pratāparanjani",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"puranirmai","Puranirmai","Puranirmai",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 D1 P G3 R1 S","Audava-Shadava",No,"",Yes,""
"ramakali","Ramakali","Rāmakali",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"ramakriya","Ramakriya","Rāmakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P D1 N3 S'","S' N3 P D1 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"revagupti","Revagupti","Revagupti",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P D1 S'","S' D1 P G3 R1 S","Audava",No,"",Yes,""
"rukhmambari","Rukhmambari","Rukhmāmbari",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 P N3 S'","S' N3 P G3 R1 S","Audava",No,"",Yes,""
"samantadeepara","Samantadeepara","Sāmantadeepara",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 G3 M1 P N3 S'","S' N3 P M1 G3 R1 S","Shadava",No,"",Yes,""
"saranga-nata","Saranga Nata","Sāranga Nāta",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' N3 S D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"saveri","Saveri","Sāveri",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' N3 D1 P M1 G3 R1 S","Audava-Sampurna",No,"",Yes,""
"salanganata","Salanganata","Salanganāta",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' D1 P G3 R1 S","Audava",No,"",Yes,""
"satyavati","Satyavati","Satyāvati",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 R1 G3 P D1 S'","S' N3 D1 N3 P D1 P G3 R1 S","Audava-Shadava",No,"",Yes,""
"sindhu-ramakriya","Sindhu Ramakriya","Sindhu Rāmakriya",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 P D1 N3 S'","S' N3 P M1 G3 R1 G3 S","Shadava",No,"",Yes,""
"surasindhu","Surasindhu","Surasindhu",15,"Mayamalavagowla",3,"Agni (Fire)","S M1 G3 M1 P D1 N3 D1 S'","S' N3 D1 P M1 R1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"tarakagowla","Tarakagowla","Tārakagowla",15,"Mayamalavagowla",3,"Agni (Fire)","S G3 M1 D1 N3 S'","S' N3 D1 M1 G3 S","Audava",No,"",Yes,""
"takka","Takka","Takka",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 S G3 M1 G3 P M1 D1 N3 S'","S' N3 D1 P M1 G3 R1 S","Sampurna",No,"",Yes,""
"ushavali","Ushavali","Ushāvali",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P D1 S'","S' N3 D1 M1 P M1 R1 S","Audava-Shadava",No,"",Yes,""
"visharada","Visharada","Vishārada",15,"Mayamalavagowla",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P M1 R1 S","Audava",No,"",Yes,""
"toyavegavahini","Toyavegavahini","Toyavegavāhini",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 P D2 N2 S'","S' N2 D2 P M1 G3 R1 S","Sampurna",No,"",Yes,""
"ahir-bhairavi","Ahir Bhairavi","Āhir Bhairavi",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 P N2 D2 M1 P D2 S'","S' N2 D2 P M1 P G3 R1 S","Sampurna",No,"",Yes,""
"bhakthapriya","Bhakthapriya","Bhakthapriya",16,"Chakravakam",3,"Agni (Fire)","S G3 M1 P D2 N2 S'","S' N2 D2 P M1 R1 M1 G3 S","Shadava-Sampurna",No,"",Yes,""
"bhujangini","Bhujangini","Bhujāngini",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 D2 N2 S'","S' N2 D2 M1 G3 R1 S","Shadava",No,"",Yes,""
"bindhumalini","Bindhumalini","Bindhumālini",16,"Chakravakam",3,"Agni (Fire)","S G3 R1 G3 M1 P N2 S'","S' N2 S D2 P G3 M1 P G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"chakranarayani","Chakranarayani","Chakranārāyani",16,"Chakravakam",3,"Agni (Fire)","S R1 M1 P D2 N2 S'","S' N2 D2 P M1 R1 S","Shadava",No,"",Yes,""
"ghoshini","Ghoshini","Ghoshini",16,"Chakravakam",3,"Agni (Fire)","S M1 G3 M1 P D2 N2 D2 S'","S' N2 D2 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"guhapriya","Guhapriya","Guhapriya",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 P P M1 D2 N2 S'","S' N2 D2 P M1 G3 S R1 S","Sampurna",No,"",Yes,""
"kalavati","Kalavati","Kalāvati",16,"Chakravakam",3,"Agni (Fire)","S R1 M1 P D2 S'","S' D2 P M1 G3 S R1 S","Audava-Shadava",No,"",Yes,""
"kokila","Kokila","Kokilā",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 D2 N2 S'","S' N2 D2 M1 G3 R1 S","Shadava",No,"",Yes,""
"malayamarutam","Malayamarutam","Malayamārutam",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 P D2 N2 S'","S' N2 D2 P G3 R1 S","Shadava",No,"",Yes,""
"mukthangi","Mukthangi","Mukthāngi",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 P D2 N2 S'","S' D2 N2 P M1 G3 R1 S","Sampurna",No,"",Yes,""
"mukundamalini","Mukundamalini","Mukundamālini",16,"Chakravakam",3,"Agni (Fire)","S R1 G2 P D2 S'","S' D2 P G2 R1 S","Audava",No,"",Yes,""
"poornapanchamam","Poornapanchamam","Poornapanchamam",16,"Chakravakam",3,"Agni (Fire)","P M1 S R1 S M1 P D2","D2 P M1 G3 R1 S N2","Audava-Sampurna",No,"",Yes,""
"pravritti","Pravritti","Pravritti",16,"Chakravakam",3,"Agni (Fire)","S G3 M1 P D2 N2 S'","S' N2 D2 P M1 G3 S","Shadava",No,"",Yes,""
"ragamanjari","Ragamanjari","Rāgamanjari",16,"Chakravakam",3,"Agni (Fire)","S R1 M1 P D2 S'","S' N2 D2 M1 R1 S","Audava",No,"",Yes,""
"rasikaranjani","Rasikaranjani","Rasikaranjani",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 P S'","S' D2 P G3 R1 S","Swarantara-Audava",No,"",Yes,""
"rudra-panchami","Rudra Panchami","Rudra Panchami",16,"Chakravakam",3,"Agni (Fire)","S G3 M1 D2 N2 S'","S' N3 D2 M1 G3 R1 S","Audava-Shadava",No,"",Yes,""
"samya","Samya","Samya",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 P N2 S'","S' N2 P M1 G3 R1 S","Audava-Shadava",No,"",Yes,"Raga created by Mahesh Mahadev"
"shree-nabhomargini","Shree Nabhomargini","Shree Nabhomārgini",16,"Chakravakam",3,"Agni (Fire)","S G3 M1 P D2 N2 S'","S' D2 P M1 G3 R1 S","Shadava",No,"",Yes,""
"shyamali","Shyamali","Shyāmali",16,"Chakravakam",3,"Agni (Fire)","S G3 P D2 N2 S'","S' N2 D2 P G3 R1 S","Audava-Shadava",No,"",Yes,""
"subhashini","Subhashini","Subhāshini",16,"Chakravakam",3,"Agni (Fire)","S D2 N2 D R1 G3 M1 P","M1 G3 R1 S N2 D2 N2 S","Sampurna-Shadava",No,"",Yes,""
"valaji","Valaji","Valaji",16,"Chakravakam",3,"Agni (Fire)","S G3 P D2 N2 S'","S' N2 D2 P G3 S","Audava",No,"",Yes,""
"veenadhari","Veenadhari","Veenadhāri",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 P D2 N2 S'","S' N2 D2 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"vegavahini","Vegavahini","Vegavāhini",16,"Chakravakam",3,"Agni (Fire)","S R1 G3 M1 D2 N2 D2 S'","S' N2 D2 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"chayavathi","Chayavathi","Chāyāvathi",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 D2 N3 S'","S' N3 D2 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"bhairavam","Bhairavam","Bhairavam",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 P D2 N3 S'","S' D2 P M1 G3 R1 S","Sampurna-Shadava",No,"",Yes,""
"haridarpa","Haridarpa","Haridarpa",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 P D2 N3 S'","S' D2 P M1 R1 S","Sampurna-Audava",No,"",Yes,""
"jayasamvardhani","Jayasamvardhani","Jayasamvardhani",17,"Suryakantam",3,"Agni (Fire)","S G3 M1 P D2 N3 S'","S' N3 P M1 G3 R1 S","Shadava",No,"",Yes,""
"jeevantika","Jeevantika","Jeevantikā",17,"Suryakantam",3,"Agni (Fire)","S R1 M1 P D2 N3 S'","S' N3 D2 P M1 R1 S","Shadava",No,"",Yes,""
"kusumamaruta","Kusumamaruta","Kusumamāruta",17,"Suryakantam",3,"Agni (Fire)","S M1 P D2 N3 S'","S' N3 D2 P M1 G3 R1 G3 M1 S","Audava-Sampurna",No,"",Yes,""
"nagachoodamani","Nagachoodamani","Nāgachooḍāmani",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 P D2 S'","S' D2 N2 D2 P M1 G3 M1 R2 S","Shadava-Sampurna",No,"",Yes,""
"rohini","Rohini","Rohini",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 M2 D2 N3 S'","S' N3 D2 M2 M1 G3 R1 S","Shadava",No,"",Yes,""
"samakannada","Samakannada","Sāmakannada",17,"Suryakantam",3,"Agni (Fire)","S R2 M1 G2 M1 P D2 N3 S'","S' N3 D2 P M1 R1 S","Sampurna-Shadava",No,"",Yes,""
"sowrashtram","Sowrashtram","Sowrāshtram",17,"Suryakantam",3,"Agni (Fire)","S R1 G3 M1 P M1 D2 N3 S'","S' N3 D2 N2 D2 P M1 G3 R1 S","Sampurna",No,"",Yes,""
"suddha-gowla","Suddha Gowla","Suddha Gowla",17,"Suryakantam",3,"Agni (Fire)","S R1 M1 P N3 S'","S' N3 P M1 R1 S","Audava",No,"",Yes,""
"supradeepam","Supradeepam","Supradeepam",17,"Suryakantam",3,"Agni (Fire)","S R1 M1 P D2 N3 S'","S' N3 D2 P M1 G3 M1 R1 S","Shadava-Sampurna",No,"",Yes,""
"vasantha","Vasantha","Vasanthā",17,"Suryakantam",3,"Agni (Fire)","S M1 G3 M1 D2 N3 S'","S' N3 D2 M1 G3 R1 S","Audava-Shadava",No,"",Yes,""
"jayashuddhamalavi","Jayashuddhamalavi","Jayashuddhamālavi",18,"Hatakambari",3,"Agni (Fire)","S R1 G3 M1 P N3 S'","S' N3 D3 P M1 G3 R1 S","Shadava-Sampurna",No,"",Yes,""
"hamsanantini","Hamsanantini","Hamsanantini",18,"Hatakambari",3,"Agni (Fire)","S G3 M1 P S'","S' P M1 G3 R1 S","Swarantara-Audava",No,"",Yes,""
"kallola","Kallola","Kallola",18,"Hatakambari",3,"Agni (Fire)","S P D3 N3 S'","S' N3 D3 P M1 G3 R1 S","Swarantara-Sampurna",No,"",Yes,""
"simhala","Simhala","Simhala",18,"Hatakambari",3,"Agni (Fire)","S R1 G3 M1 P D3 N3 S'","S' N3 D3 N3 P M1 G3 R1 S","Sampurna",No,"",Yes,""
"jhankarabhramari","Jhankarabhramari","Jhankārabhramari",19,"Jhankaradhwani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N1 D1 P D1 S S R2 G2 M1 P D1 S S R2 G2 M1 P D1 N1 D1 S S R2 G2 M1 P D1 N1 D1 S S G2 R2 G M1 P D1 N1 D1 S S R2 G2 M1 P D1 N1 D1 S","S N1 D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 S S D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 G R2 S D1 N1 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"bharati","Bharati","Bhārati",19,"Jhankaradhwani",4,"Veda (Scriptures)","S R2 G2 M1 P S'","S' P M1 G2 R2 S","Audava",No,"",Yes,""
"chittaranjani","Chittaranjani","Chittaranjani",19,"Jhankaradhwani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N1","N1 D1 P M1 G2 R2 S","Sampurna",No,"",No,""
"jalmika","Jalmika","Jalmika",19,"Jhankaradhwani",4,"Veda (Scriptures)","S R2 G1 M1 P D1 N1 S'","S' N1 D1 P M1 G1 S R2 S","Sampurna",No,"",Yes,""
"lalitabhairavi","Lalitabhairavi","Lalitabhairavi",19,"Jhankaradhwani",4,"Veda (Scriptures)","S G2 M1 P D1 S'","S' N1 D1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"poornalalita-m19","Poornalalita","Poornalalita",19,"Jhankaradhwani",4,"Veda (Scriptures)","S G2 R2 M1 P S S G2 R2 G2 R2 M1 P S S R2 G2 R2 M1 P S S R2 G2 M1 P S S G2 R2 G2 M1 P S","S N1 D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 S S N1 D1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"nareretigowla","Nareretigowla","Nārērētigowla",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 R2 G2 M1 N2 D1 M1 N2 N2 S'","S' N2 D1 M1 G2 M1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"abheri","Abheri","Abheri",20,"Natabhairavi",4,"Veda (Scriptures)","S M1 G2 M1 P P S'","S' N2 D2 P M1 G2 R2 S","Swarantara-Sampurna",No,"",Yes,"Dikshitar School"
"anandabhairavi","Anandabhairavi","Anandabhairavi",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 R2 G2 M1 P D2 P S'","S' N2 D2 P M1 G2 R2 S","Shadava-Sampurna",Yes,"G3 D1 N3",Yes,""
"amrithavahini","Amrithavahini","Amrithavāhini",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 N2 S'","S' N2 D1 M1 G2 R2 S","Shadava",No,"",Yes,""
"bhairavi","Bhairavi","Bhairavi",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 R2 G2 M1 P D2 N2 S'","S' N2 D1 P M1 G2 R2 S","Sampurna",Yes,"D2",Yes,""
"bhuvanagandhari","Bhuvanagandhari","Bhuvanagāndhāri",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D1 P M1 G2 S","Audava-Shadava",No,"",Yes,""
"chapagantarva","Chapagantarva","Chapagantarva",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2","D1 M1 G2 R2 S N2","Audava-Shadava",No,"",No,""
"darbari-kanada","Darbari Kanada","Darbāri Kānada",20,"Natabhairavi",4,"Veda (Scriptures)","N2 S R2 G2 R2 S M1 P D1 N2 S'","S' D1 N2 P M1 P G2 M1 R2 S","Sampurna",No,"",Yes,""
"devakriya","Devakriya","Devakriya",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D1 N2 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"dhanashree","Dhanashree","Dhanashree",20,"Natabhairavi",4,"Veda (Scriptures)","N2 S G2 M1 P N2 S'","S' N2 D1 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,""
"dharmaprakashini","Dharmaprakashini","Dharmaprakāshini",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D1 M1 G2 R2 S","Audava-Shadava",No,"",Yes,""
"dilipika-vasantha","Dilipika Vasantha","Dilipika Vasantha",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 P N2 S'","S' D1 P M1 R2 S","Shadava-Audava",No,"",Yes,""
"divyagandhari","Divyagandhari","Divyagāndhāri",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 N2 S'","S' N2 P M1 G2 S","Shadava-Audava",No,"",Yes,""
"gopikavasantam","Gopikavasantam","Gopikāvasantam",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 P N2","S N2 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"hindolam","Hindolam","Hindolam",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 D1 N2 S'","S' N2 D1 M1 G2 S","Audava",No,"",Yes,""
"hindolavasanta","Hindolavasanta","Hindolavasanta",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 N2 D1 S'","S' N2 D1 P M1 D2 M1 G2 S","Shadava",No,"",Yes,""
"indughantarava","Indughantarava","Indughantarava",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 P","N2 D1 P M1 G2 R2 S N2","Audava-Sampurna",No,"",Yes,""
"jayanthashri","Jayanthashri","Jayanthashrī",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 D1 N2 S'","S' N2 D1 M1 P M1 G2 S","Audava-Shadava",No,"",Yes,""
"jingala","Jingala","Jingaḷa",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N2 D1 P S'","S' N2 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"jaunpuri","Jaunpuri","Jaunpuri",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,"Hindustani equivalent"
"katyayani","Katyayani","Kātyāyani",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 P D1 S'","S' D1 P G2 R2 S","Audava",No,"",Yes,""
"kamakhyapriya","Kamakhyapriya","Kamakhyapriya",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 N2 S'","S' N2 P M1 G2 R2 S","Shadava",No,"",Yes,"Raga created by Mahesh Mahadev"
"kanakavasantham","Kanakavasantham","Kanakavasantham",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 D1 S'","S' N2 D1 P M1 G2 R2 S","Shadava-Sampurna",No,"",Yes,""
"kshanika","Kshanika","Kshanika",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 S'","S' D1 P M1 G2 S","Audava",No,"",Yes,""
"manji","Manji","Mānji",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 D1 P M1 P M1 P G2 R2 S","Sampurna",No,"",Yes,""
"mahati-cf-mela-28-43","Mahati cf. Mela 28&43","Mahati cf. Mela 28&43",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 P D1 N2 S'","S' N2 P G2 R2 S","Audava",No,"",Yes,"Mahathi"
"malkosh-malkauns","Malkosh / Malkauns","Malkosh / Malkauns",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 D1 N2 S'","S' N2 D1 M1 G2 S","Audava",No,"",Yes,""
"margahindolam","mArgahindOLaM","mArgahindOLaM",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D2 N2 S'","S' N2 D2 P M1 G2 S","Sampurna-Shadava",No,"",Yes,""
"nagagandhari","Nagagandhari","Nāgagāndhāri",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 G2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"navarathna-vilasam","Navarathna Vilasam","Navarathna Vilāsam",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 P S'","S' D1 P M1 G2 M1 R2 S","Shadava",No,"",Yes,""
"nilamati","Nilamati","Nīlamati",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P D1 N2 S'","S' N2 D1 M1 G2 S","Shadava-Audava",No,"",Yes,""
"nilaveni","Nilaveni","Nīlaveni",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N2 D1 S'","S' D1 P M1 G2 R2 S","Sampurna-Shadava",No,"",Yes,""
"poornasha-jam","Poornashađjam","Poornashađjam",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 N2 N2 S S R2 G2 M1 N2 S'","S' N2 P M1 G2 R2 S S N2 P M1 G2 R2 S","Audava-Shadava",No,"",Yes,""
"rajarajeshwari","Rajarajeshwari","Rājarājeshwari",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' N2 D1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"saramati","Saramati","Sāramati",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N2 S'","S' N2 D1 M1 G2 S","Sampurna-Audava",No,"",Yes,""
"saranga-kapi","Saranga Kapi","Sāranga Kāpi",20,"Natabhairavi",4,"Veda (Scriptures)","S R1 P M1 R1 P R1 M1 P N2 S'","S' N2 D1 P M1 G2 R1 S","Audava-Sampurna",No,"",Yes,""
"sharadapriya","Sharadapriya","Sharadapriya",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 P N2 S'","S' N2 P G2 R2 S","Audava",No,"",Yes,""
"shree-navarasachandrika","Shree Navarasachandrika","Shree Navarasachandrika",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 M1 P D1 S'","S' D1 P M1 G2 R2 S","Shadava",No,"",Yes,""
"sindhu-dhanyasi","Sindhu Dhanyasi","Sindhu Dhanyāsi",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 D1 M1 P M1 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"shuddha-desi","Shuddha Desi","Shuddha Desi",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 G2 R2 M1 P D1 N2 S'","S' N2 D1 P M1 G2 R2 S","Sampurna",No,"",Yes,""
"shuddha-salavi","Shuddha Salavi","Shuddha Sālavi",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 P M1 R2 S","Audava",No,"",Yes,""
"sukumari","Sukumari","Sukumāri",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 D1 N2 S'","S' N2 P M1 G2 M1 R2 S","Shadava",No,"",Yes,""
"sushama","Sushama","Sushama",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' D1 P M1 R2 S","Audava",No,"",Yes,"Raga created by M. Balamuralikrishna"
"sutradhari","Sutradhari","Sutradhāri",20,"Natabhairavi",4,"Veda (Scriptures)","(Also 27) S R2 M1 P D1 S","S D1 P M1 R2 S","Audava",No,"",Yes,""
"tarkshika","Tarkshika","Tarkshika",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P N2 S'","S' N2 D1 P M1 R2 G2 R2 S","Audava-Sampurna",No,"",Yes,""
"udayaraga","Udayaraga","Udayarāga",20,"Natabhairavi",4,"Veda (Scriptures)","S G2 M1 P N2 S'","S' N2 P M1 G2 S","Audava",No,"",Yes,""
"vasantavarali","Vasantavarali","Vasantavarāli",20,"Natabhairavi",4,"Veda (Scriptures)","S R2 M1 P D1 S'","S' N2 D1 P G2 R2 S","Audava-Shadava",No,"",Yes,""
"keeranavali","Keeranavali","Keeranāvali",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 M1 P D1 N3 S'","S' P M1 G2 R2 S","Sampurna-Audava",No,"",Yes,""
"aymmukhan","Aymmukhan","Aymmukhan",21,"Keeravani",4,"Veda (Scriptures)","S G2 M1 P D1 N3 S'","S' N3 D1 P M1 G2 S","Shadava",No,"",Yes,""
"bhanupriya","Bhanupriya","Bhānupriya",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 D1 N3 S'","S' N3 D1 G2 R2 S","Audava",No,"",Yes,""
"beethovanapriya","Beethovanapriya","Beethovanapriya",21,"Keeravani",4,"Veda (Scriptures)","G2, P, N,3 S R2 G2 M1 P D1","P M2 P R2 M1 G2 S","Sampurna-Audava",No,"",Yes,"invented by Ramesh Vinayakam"
"chandrika","Chandrika","Chandrika",21,"Keeravani",4,"Veda (Scriptures)","S R2 G2 P D1 N3 S'","S' N3 D1 P G2 R2 S","Shadava",No,"",Yes,""
"gaganabhoopalam","Gaganabhoopalam","Gaganabhoopālam",21,"Keeravani",4,"Veda (Scriptures)","S M1 G2 M1 P D1 N3","S N3 D1 M1 G2 R2 S","Shadava",No,"",Yes,""
